,TIME,GEO,ICCS,UNIT,Value
828,2009,Scotland,Intentional homicide,Number,84.0
829,2009,Scotland,Intentional homicide,Per hundred thousand inhabitants,1.61
830,2009,Scotland,Assault,Number,5621.0
831,2009,Scotland,Assault,Per hundred thousand inhabitants,107.75
832,2009,Scotland,Sexual violence,Number,4296.0
833,2009,Scotland,Sexual violence,Per hundred thousand inhabitants,82.35
834,2009,Scotland,Rape,Number,884.0
835,2009,Scotland,Rape,Per hundred thousand inhabitants,16.94
836,2009,Scotland,Sexual assault,Number,3412.0
837,2009,Scotland,Sexual assault,Per hundred thousand inhabitants,65.4
838,2009,Scotland,Theft,Number,115891.0
839,2009,Scotland,Theft,Per hundred thousand inhabitants,2221.44
840,2009,Northern Ireland (UK),Intentional homicide,Number,29.0
841,2009,Northern Ireland (UK),Intentional homicide,Per hundred thousand inhabitants,1.62
842,2009,Northern Ireland (UK),Assault,Number,1605.0
843,2009,Northern Ireland (UK),Assault,Per hundred thousand inhabitants,89.86
844,2009,Northern Ireland (UK),Sexual violence,Number,1769.0
845,2009,Northern Ireland (UK),Sexual violence,Per hundred thousand inhabitants,99.04
846,2009,Northern Ireland (UK),Rape,Number,422.0
847,2009,Northern Ireland (UK),Rape,Per hundred thousand inhabitants,23.63
848,2009,Northern Ireland (UK),Sexual assault,Number,1347.0
849,2009,Northern Ireland (UK),Sexual assault,Per hundred thousand inhabitants,75.41
850,2009,Northern Ireland (UK),Theft,Number,28608.0
851,2009,Northern Ireland (UK),Theft,Per hundred thousand inhabitants,1601.62
852,2009,Iceland,Intentional homicide,Number,1.0
853,2009,Iceland,Intentional homicide,Per hundred thousand inhabitants,0.31
854,2009,Iceland,Assault,Number,79.0
855,2009,Iceland,Assault,Per hundred thousand inhabitants,24.74
856,2009,Iceland,Sexual violence,Number,
857,2009,Iceland,Sexual violence,Per hundred thousand inhabitants,
858,2009,Iceland,Rape,Number,78.0
859,2009,Iceland,Rape,Per hundred thousand inhabitants,24.42
860,2009,Iceland,Sexual assault,Number,
861,2009,Iceland,Sexual assault,Per hundred thousand inhabitants,
862,2009,Iceland,Theft,Number,5589.0
863,2009,Iceland,Theft,Per hundred thousand inhabitants,1750.02
864,2009,Liechtenstein,Intentional homicide,Number,0.0
865,2009,Liechtenstein,Intentional homicide,Per hundred thousand inhabitants,0.0
866,2009,Liechtenstein,Assault,Number,90.0
867,2009,Liechtenstein,Assault,Per hundred thousand inhabitants,252.89
868,2009,Liechtenstein,Sexual violence,Number,
869,2009,Liechtenstein,Sexual violence,Per hundred thousand inhabitants,
870,2009,Liechtenstein,Rape,Number,0.0
871,2009,Liechtenstein,Rape,Per hundred thousand inhabitants,0.0
872,2009,Liechtenstein,Sexual assault,Number,
873,2009,Liechtenstein,Sexual assault,Per hundred thousand inhabitants,
874,2009,Liechtenstein,Theft,Number,201.0
875,2009,Liechtenstein,Theft,Per hundred thousand inhabitants,564.78
876,2009,Norway,Intentional homicide,Number,29.0
877,2009,Norway,Intentional homicide,Per hundred thousand inhabitants,0.6
878,2009,Norway,Assault,Number,3093.0
879,2009,Norway,Assault,Per hundred thousand inhabitants,64.45
880,2009,Norway,Sexual violence,Number,2410.0
881,2009,Norway,Sexual violence,Per hundred thousand inhabitants,50.22
882,2009,Norway,Rape,Number,998.0
883,2009,Norway,Rape,Per hundred thousand inhabitants,20.79
884,2009,Norway,Sexual assault,Number,1412.0
885,2009,Norway,Sexual assault,Per hundred thousand inhabitants,29.42
886,2009,Norway,Theft,Number,145434.0
887,2009,Norway,Theft,Per hundred thousand inhabitants,3030.35
888,2009,Switzerland,Intentional homicide,Number,51.0
889,2009,Switzerland,Intentional homicide,Per hundred thousand inhabitants,0.66
890,2009,Switzerland,Assault,Number,524.0
891,2009,Switzerland,Assault,Per hundred thousand inhabitants,6.8
892,2009,Switzerland,Sexual violence,Number,6648.0
893,2009,Switzerland,Sexual violence,Per hundred thousand inhabitants,86.32
894,2009,Switzerland,Rape,Number,666.0
895,2009,Switzerland,Rape,Per hundred thousand inhabitants,8.65
896,2009,Switzerland,Sexual assault,Number,5982.0
897,2009,Switzerland,Sexual assault,Per hundred thousand inhabitants,77.67
898,2009,Switzerland,Theft,Number,134291.0
899,2009,Switzerland,Theft,Per hundred thousand inhabitants,1743.62
900,2009,Montenegro,Intentional homicide,Number,10.0
901,2009,Montenegro,Intentional homicide,Per hundred thousand inhabitants,1.62
902,2009,Montenegro,Assault,Number,186.0
903,2009,Montenegro,Assault,Per hundred thousand inhabitants,30.14
904,2009,Montenegro,Sexual violence,Number,47.0
905,2009,Montenegro,Sexual violence,Per hundred thousand inhabitants,7.62
906,2009,Montenegro,Rape,Number,9.0
907,2009,Montenegro,Rape,Per hundred thousand inhabitants,1.46
908,2009,Montenegro,Sexual assault,Number,38.0
909,2009,Montenegro,Sexual assault,Per hundred thousand inhabitants,6.16
910,2009,Montenegro,Theft,Number,656.0
911,2009,Montenegro,Theft,Per hundred thousand inhabitants,106.29
912,2009,"Former Yugoslav Republic of Macedonia, the",Intentional homicide,Number,35.0
913,2009,"Former Yugoslav Republic of Macedonia, the",Intentional homicide,Per hundred thousand inhabitants,1.71
914,2009,"Former Yugoslav Republic of Macedonia, the",Assault,Number,228.0
915,2009,"Former Yugoslav Republic of Macedonia, the",Assault,Per hundred thousand inhabitants,11.13
916,2009,"Former Yugoslav Republic of Macedonia, the",Sexual violence,Number,
917,2009,"Former Yugoslav Republic of Macedonia, the",Sexual violence,Per hundred thousand inhabitants,
918,2009,"Former Yugoslav Republic of Macedonia, the",Rape,Number,37.0
919,2009,"Former Yugoslav Republic of Macedonia, the",Rape,Per hundred thousand inhabitants,1.81
920,2009,"Former Yugoslav Republic of Macedonia, the",Sexual assault,Number,
921,2009,"Former Yugoslav Republic of Macedonia, the",Sexual assault,Per hundred thousand inhabitants,
922,2009,"Former Yugoslav Republic of Macedonia, the",Theft,Number,5744.0
923,2009,"Former Yugoslav Republic of Macedonia, the",Theft,Per hundred thousand inhabitants,280.38
924,2009,Albania,Intentional homicide,Number,82.0
925,2009,Albania,Intentional homicide,Per hundred thousand inhabitants,2.57
926,2009,Albania,Assault,Number,379.0
927,2009,Albania,Assault,Per hundred thousand inhabitants,11.9
928,2009,Albania,Sexual violence,Number,63.0
929,2009,Albania,Sexual violence,Per hundred thousand inhabitants,1.98
930,2009,Albania,Rape,Number,34.0
931,2009,Albania,Rape,Per hundred thousand inhabitants,1.07
932,2009,Albania,Sexual assault,Number,29.0
933,2009,Albania,Sexual assault,Per hundred thousand inhabitants,0.91
934,2009,Albania,Theft,Number,3577.0
935,2009,Albania,Theft,Per hundred thousand inhabitants,96.49
936,2009,Serbia,Intentional homicide,Number,136.0
937,2009,Serbia,Intentional homicide,Per hundred thousand inhabitants,1.85
938,2009,Serbia,Assault,Number,1442.0
939,2009,Serbia,Assault,Per hundred thousand inhabitants,19.66
940,2009,Serbia,Sexual violence,Number,412.0
941,2009,Serbia,Sexual violence,Per hundred thousand inhabitants,5.62
942,2009,Serbia,Rape,Number,111.0
943,2009,Serbia,Rape,Per hundred thousand inhabitants,1.51
944,2009,Serbia,Sexual assault,Number,301.0
945,2009,Serbia,Sexual assault,Per hundred thousand inhabitants,4.1
946,2009,Serbia,Theft,Number,17833.0
947,2009,Serbia,Theft,Per hundred thousand inhabitants,243.12
948,2009,Turkey,Intentional homicide,Number,2090.0
949,2009,Turkey,Intentional homicide,Per hundred thousand inhabitants,2.92
950,2009,Turkey,Assault,Number,194059.0
951,2009,Turkey,Assault,Per hundred thousand inhabitants,271.35
952,2009,Turkey,Sexual violence,Number,
953,2009,Turkey,Sexual violence,Per hundred thousand inhabitants,
954,2009,Turkey,Rape,Number,
955,2009,Turkey,Rape,Per hundred thousand inhabitants,
956,2009,Turkey,Sexual assault,Number,
957,2009,Turkey,Sexual assault,Per hundred thousand inhabitants,
958,2009,Turkey,Theft,Number,174545.0
959,2009,Turkey,Theft,Per hundred thousand inhabitants,244.06
960,2009,Bosnia and Herzegovina,Intentional homicide,Number,67.0
961,2009,Bosnia and Herzegovina,Intentional homicide,Per hundred thousand inhabitants,1.74
962,2009,Bosnia and Herzegovina,Assault,Number,
963,2009,Bosnia and Herzegovina,Assault,Per hundred thousand inhabitants,
964,2009,Bosnia and Herzegovina,Sexual violence,Number,
965,2009,Bosnia and Herzegovina,Sexual violence,Per hundred thousand inhabitants,
966,2009,Bosnia and Herzegovina,Rape,Number,29.0
967,2009,Bosnia and Herzegovina,Rape,Per hundred thousand inhabitants,0.75
968,2009,Bosnia and Herzegovina,Sexual assault,Number,
969,2009,Bosnia and Herzegovina,Sexual assault,Per hundred thousand inhabitants,
970,2009,Bosnia and Herzegovina,Theft,Number,6740.0
971,2009,Bosnia and Herzegovina,Theft,Per hundred thousand inhabitants,175.34
972,2009,Kosovo (under United Nations Security Council Resolution 1244/99),Intentional homicide,Number,73.0
973,2009,Kosovo (under United Nations Security Council Resolution 1244/99),Intentional homicide,Per hundred thousand inhabitants,3.35
974,2009,Kosovo (under United Nations Security Council Resolution 1244/99),Assault,Number,3539.0
975,2009,Kosovo (under United Nations Security Council Resolution 1244/99),Assault,Per hundred thousand inhabitants,162.29
976,2009,Kosovo (under United Nations Security Council Resolution 1244/99),Sexual violence,Number,137.0
977,2009,Kosovo (under United Nations Security Council Resolution 1244/99),Sexual violence,Per hundred thousand inhabitants,6.28
978,2009,Kosovo (under United Nations Security Council Resolution 1244/99),Rape,Number,44.0
979,2009,Kosovo (under United Nations Security Council Resolution 1244/99),Rape,Per hundred thousand inhabitants,2.02
980,2009,Kosovo (under United Nations Security Council Resolution 1244/99),Sexual assault,Number,93.0
981,2009,Kosovo (under United Nations Security Council Resolution 1244/99),Sexual assault,Per hundred thousand inhabitants,4.26
982,2009,Kosovo (under United Nations Security Council Resolution 1244/99),Theft,Number,13771.0
983,2009,Kosovo (under United Nations Security Council Resolution 1244/99),Theft,Per hundred thousand inhabitants,631.5
984,2010,Belgium,Intentional homicide,Number,189.0
985,2010,Belgium,Intentional homicide,Per hundred thousand inhabitants,1.74
986,2010,Belgium,Assault,Number,77741.0
987,2010,Belgium,Assault,Per hundred thousand inhabitants,717.17
988,2010,Belgium,Sexual violence,Number,10872.0
989,2010,Belgium,Sexual violence,Per hundred thousand inhabitants,100.3
990,2010,Belgium,Rape,Number,3281.0
991,2010,Belgium,Rape,Per hundred thousand inhabitants,30.27
992,2010,Belgium,Sexual assault,Number,7591.0
993,2010,Belgium,Sexual assault,Per hundred thousand inhabitants,70.03
994,2010,Belgium,Theft,Number,255451.0
995,2010,Belgium,Theft,Per hundred thousand inhabitants,2356.58
996,2010,Bulgaria,Intentional homicide,Number,148.0
997,2010,Bulgaria,Intentional homicide,Per hundred thousand inhabitants,1.99
998,2010,Bulgaria,Assault,Number,3038.0
999,2010,Bulgaria,Assault,Per hundred thousand inhabitants,40.93
1000,2010,Bulgaria,Sexual violence,Number,696.0
1001,2010,Bulgaria,Sexual violence,Per hundred thousand inhabitants,9.38
1002,2010,Bulgaria,Rape,Number,211.0
1003,2010,Bulgaria,Rape,Per hundred thousand inhabitants,2.84
1004,2010,Bulgaria,Sexual assault,Number,485.0
1005,2010,Bulgaria,Sexual assault,Per hundred thousand inhabitants,6.53
1006,2010,Bulgaria,Theft,Number,54417.0
1007,2010,Bulgaria,Theft,Per hundred thousand inhabitants,733.21
1008,2010,Czech Republic,Intentional homicide,Number,105.0
1009,2010,Czech Republic,Intentional homicide,Per hundred thousand inhabitants,1.0
1010,2010,Czech Republic,Assault,Number,18073.0
1011,2010,Czech Republic,Assault,Per hundred thousand inhabitants,172.75
1012,2010,Czech Republic,Sexual violence,Number,1811.0
1013,2010,Czech Republic,Sexual violence,Per hundred thousand inhabitants,17.31
1014,2010,Czech Republic,Rape,Number,586.0
1015,2010,Czech Republic,Rape,Per hundred thousand inhabitants,5.6
1016,2010,Czech Republic,Sexual assault,Number,1225.0
1017,2010,Czech Republic,Sexual assault,Per hundred thousand inhabitants,11.71
1018,2010,Czech Republic,Theft,Number,139420.0
1019,2010,Czech Republic,Theft,Per hundred thousand inhabitants,1332.62
1020,2010,Denmark,Intentional homicide,Number,42.0
1021,2010,Denmark,Intentional homicide,Per hundred thousand inhabitants,0.76
1022,2010,Denmark,Assault,Number,10598.0
1023,2010,Denmark,Assault,Per hundred thousand inhabitants,191.48
1024,2010,Denmark,Sexual violence,Number,2074.0
1025,2010,Denmark,Sexual violence,Per hundred thousand inhabitants,37.47
1026,2010,Denmark,Rape,Number,342.0
1027,2010,Denmark,Rape,Per hundred thousand inhabitants,6.18
1028,2010,Denmark,Sexual assault,Number,1732.0
1029,2010,Denmark,Sexual assault,Per hundred thousand inhabitants,31.29
1030,2010,Denmark,Theft,Number,207464.0
1031,2010,Denmark,Theft,Per hundred thousand inhabitants,3748.4
1032,2010,Germany (until 1990 former territory of the FRG),Intentional homicide,Number,699.0
1033,2010,Germany (until 1990 former territory of the FRG),Intentional homicide,Per hundred thousand inhabitants,0.85
1034,2010,Germany (until 1990 former territory of the FRG),Assault,Number,142903.0
1035,2010,Germany (until 1990 former territory of the FRG),Assault,Per hundred thousand inhabitants,174.69
1036,2010,Germany (until 1990 former territory of the FRG),Sexual violence,Number,46869.0
1037,2010,Germany (until 1990 former territory of the FRG),Sexual violence,Per hundred thousand inhabitants,57.3
1038,2010,Germany (until 1990 former territory of the FRG),Rape,Number,7724.0
1039,2010,Germany (until 1990 former territory of the FRG),Rape,Per hundred thousand inhabitants,9.44
1040,2010,Germany (until 1990 former territory of the FRG),Sexual assault,Number,39145.0
1041,2010,Germany (until 1990 former territory of the FRG),Sexual assault,Per hundred thousand inhabitants,47.85
1042,2010,Germany (until 1990 former territory of the FRG),Theft,Number,1303463.0
1043,2010,Germany (until 1990 former territory of the FRG),Theft,Per hundred thousand inhabitants,1593.43
1044,2010,Estonia,Intentional homicide,Number,70.0
1045,2010,Estonia,Intentional homicide,Per hundred thousand inhabitants,5.25
1046,2010,Estonia,Assault,Number,103.0
1047,2010,Estonia,Assault,Per hundred thousand inhabitants,7.73
1048,2010,Estonia,Sexual violence,Number,178.0
1049,2010,Estonia,Sexual violence,Per hundred thousand inhabitants,13.35
1050,2010,Estonia,Rape,Number,81.0
1051,2010,Estonia,Rape,Per hundred thousand inhabitants,6.08
1052,2010,Estonia,Sexual assault,Number,97.0
1053,2010,Estonia,Sexual assault,Per hundred thousand inhabitants,7.28
1054,2010,Estonia,Theft,Number,26123.0
1055,2010,Estonia,Theft,Per hundred thousand inhabitants,1959.29
1056,2010,Ireland,Intentional homicide,Number,89.0
1057,2010,Ireland,Intentional homicide,Per hundred thousand inhabitants,1.96
1058,2010,Ireland,Assault,Number,15038.0
1059,2010,Ireland,Assault,Per hundred thousand inhabitants,330.55
1060,2010,Ireland,Sexual violence,Number,2153.0
1061,2010,Ireland,Sexual violence,Per hundred thousand inhabitants,47.32
1062,2010,Ireland,Rape,Number,442.0
1063,2010,Ireland,Rape,Per hundred thousand inhabitants,9.72
1064,2010,Ireland,Sexual assault,Number,1711.0
1065,2010,Ireland,Sexual assault,Per hundred thousand inhabitants,37.61
1066,2010,Ireland,Theft,Number,76825.0
1067,2010,Ireland,Theft,Per hundred thousand inhabitants,1688.67
1068,2010,Greece,Intentional homicide,Number,176.0
1069,2010,Greece,Intentional homicide,Per hundred thousand inhabitants,1.58
1070,2010,Greece,Assault,Number,7636.0
1071,2010,Greece,Assault,Per hundred thousand inhabitants,68.67
1072,2010,Greece,Sexual violence,Number,901.0
1073,2010,Greece,Sexual violence,Per hundred thousand inhabitants,8.1
1074,2010,Greece,Rape,Number,215.0
1075,2010,Greece,Rape,Per hundred thousand inhabitants,1.93
1076,2010,Greece,Sexual assault,Number,686.0
1077,2010,Greece,Sexual assault,Per hundred thousand inhabitants,6.17
1078,2010,Greece,Theft,Number,146105.0
1079,2010,Greece,Theft,Per hundred thousand inhabitants,1313.98
1080,2010,Spain,Intentional homicide,Number,401.0
1081,2010,Spain,Intentional homicide,Per hundred thousand inhabitants,0.86
1082,2010,Spain,Assault,Number,25077.0
1083,2010,Spain,Assault,Per hundred thousand inhabitants,53.94
1084,2010,Spain,Sexual violence,Number,9954.0
1085,2010,Spain,Sexual violence,Per hundred thousand inhabitants,21.41
1086,2010,Spain,Rape,Number,1578.0
1087,2010,Spain,Rape,Per hundred thousand inhabitants,3.39
1088,2010,Spain,Sexual assault,Number,8376.0
1089,2010,Spain,Sexual assault,Per hundred thousand inhabitants,18.02
1090,2010,Spain,Theft,Number,210290.0
1091,2010,Spain,Theft,Per hundred thousand inhabitants,452.37
1092,2010,France,Intentional homicide,Number,796.0
1093,2010,France,Intentional homicide,Per hundred thousand inhabitants,1.23
1094,2010,France,Assault,Number,220372.0
1095,2010,France,Assault,Per hundred thousand inhabitants,340.82
1096,2010,France,Sexual violence,Number,22963.0
1097,2010,France,Sexual violence,Per hundred thousand inhabitants,35.51
1098,2010,France,Rape,Number,10108.0
1099,2010,France,Rape,Per hundred thousand inhabitants,15.63
1100,2010,France,Sexual assault,Number,12855.0
1101,2010,France,Sexual assault,Per hundred thousand inhabitants,19.88
1102,2010,France,Theft,Number,1359001.0
1103,2010,France,Theft,Per hundred thousand inhabitants,2101.8
1104,2010,Croatia,Intentional homicide,Number,62.0
1105,2010,Croatia,Intentional homicide,Per hundred thousand inhabitants,1.44
1106,2010,Croatia,Assault,Number,986.0
1107,2010,Croatia,Assault,Per hundred thousand inhabitants,22.92
1108,2010,Croatia,Sexual violence,Number,570.0
1109,2010,Croatia,Sexual violence,Per hundred thousand inhabitants,13.25
1110,2010,Croatia,Rape,Number,141.0
1111,2010,Croatia,Rape,Per hundred thousand inhabitants,3.28
1112,2010,Croatia,Sexual assault,Number,429.0
1113,2010,Croatia,Sexual assault,Per hundred thousand inhabitants,9.97
1114,2010,Croatia,Theft,Number,15172.0
1115,2010,Croatia,Theft,Per hundred thousand inhabitants,352.6
1116,2010,Italy,Intentional homicide,Number,529.0
1117,2010,Italy,Intentional homicide,Per hundred thousand inhabitants,0.89
1118,2010,Italy,Assault,Number,64866.0
1119,2010,Italy,Assault,Per hundred thousand inhabitants,109.59
1120,2010,Italy,Sexual violence,Number,
1121,2010,Italy,Sexual violence,Per hundred thousand inhabitants,
1122,2010,Italy,Rape,Number,
1123,2010,Italy,Rape,Per hundred thousand inhabitants,
1124,2010,Italy,Sexual assault,Number,4813.0
1125,2010,Italy,Sexual assault,Per hundred thousand inhabitants,8.13
1126,2010,Italy,Theft,Number,1141608.0
1127,2010,Italy,Theft,Per hundred thousand inhabitants,1928.71
1128,2010,Cyprus,Intentional homicide,Number,7.0
1129,2010,Cyprus,Intentional homicide,Per hundred thousand inhabitants,0.85
1130,2010,Cyprus,Assault,Number,173.0
1131,2010,Cyprus,Assault,Per hundred thousand inhabitants,21.12
1132,2010,Cyprus,Sexual violence,Number,79.0
1133,2010,Cyprus,Sexual violence,Per hundred thousand inhabitants,9.64
1134,2010,Cyprus,Rape,Number,36.0
1135,2010,Cyprus,Rape,Per hundred thousand inhabitants,4.39
1136,2010,Cyprus,Sexual assault,Number,43.0
1137,2010,Cyprus,Sexual assault,Per hundred thousand inhabitants,5.25
1138,2010,Cyprus,Theft,Number,3375.0
1139,2010,Cyprus,Theft,Per hundred thousand inhabitants,412.02
1140,2010,Latvia,Intentional homicide,Number,70.0
1141,2010,Latvia,Intentional homicide,Per hundred thousand inhabitants,3.3
1142,2010,Latvia,Assault,Number,1226.0
1143,2010,Latvia,Assault,Per hundred thousand inhabitants,57.82
1144,2010,Latvia,Sexual violence,Number,
1145,2010,Latvia,Sexual violence,Per hundred thousand inhabitants,
1146,2010,Latvia,Rape,Number,78.0
1147,2010,Latvia,Rape,Per hundred thousand inhabitants,3.68
1148,2010,Latvia,Sexual assault,Number,
1149,2010,Latvia,Sexual assault,Per hundred thousand inhabitants,
1150,2010,Latvia,Theft,Number,27100.0
1151,2010,Latvia,Theft,Per hundred thousand inhabitants,1278.0
1152,2010,Lithuania,Intentional homicide,Number,199.0
1153,2010,Lithuania,Intentional homicide,Per hundred thousand inhabitants,6.33
1154,2010,Lithuania,Assault,Number,245.0
1155,2010,Lithuania,Assault,Per hundred thousand inhabitants,7.8
1156,2010,Lithuania,Sexual violence,Number,514.0
1157,2010,Lithuania,Sexual violence,Per hundred thousand inhabitants,16.36
1158,2010,Lithuania,Rape,Number,208.0
1159,2010,Lithuania,Rape,Per hundred thousand inhabitants,6.62
1160,2010,Lithuania,Sexual assault,Number,306.0
1161,2010,Lithuania,Sexual assault,Per hundred thousand inhabitants,9.74
1162,2010,Lithuania,Theft,Number,28590.0
1163,2010,Lithuania,Theft,Per hundred thousand inhabitants,909.94
1164,2010,Luxembourg,Intentional homicide,Number,8.0
1165,2010,Luxembourg,Intentional homicide,Per hundred thousand inhabitants,1.59
1166,2010,Luxembourg,Assault,Number,2475.0
1167,2010,Luxembourg,Assault,Per hundred thousand inhabitants,492.96
1168,2010,Luxembourg,Sexual violence,Number,326.0
1169,2010,Luxembourg,Sexual violence,Per hundred thousand inhabitants,64.93
1170,2010,Luxembourg,Rape,Number,66.0
1171,2010,Luxembourg,Rape,Per hundred thousand inhabitants,13.15
1172,2010,Luxembourg,Sexual assault,Number,260.0
1173,2010,Luxembourg,Sexual assault,Per hundred thousand inhabitants,51.79
1174,2010,Luxembourg,Theft,Number,7636.0
1175,2010,Luxembourg,Theft,Per hundred thousand inhabitants,1520.92
1176,2010,Hungary,Intentional homicide,Number,133.0
1177,2010,Hungary,Intentional homicide,Per hundred thousand inhabitants,1.33
1178,2010,Hungary,Assault,Number,14569.0
1179,2010,Hungary,Assault,Per hundred thousand inhabitants,145.48
1180,2010,Hungary,Sexual violence,Number,677.0
1181,2010,Hungary,Sexual violence,Per hundred thousand inhabitants,6.76
1182,2010,Hungary,Rape,Number,246.0
1183,2010,Hungary,Rape,Per hundred thousand inhabitants,2.46
1184,2010,Hungary,Sexual assault,Number,431.0
1185,2010,Hungary,Sexual assault,Per hundred thousand inhabitants,4.3
1186,2010,Hungary,Theft,Number,140911.0
1187,2010,Hungary,Theft,Per hundred thousand inhabitants,1407.09
1188,2010,Malta,Intentional homicide,Number,4.0
1189,2010,Malta,Intentional homicide,Per hundred thousand inhabitants,0.97
1190,2010,Malta,Assault,Number,180.0
1191,2010,Malta,Assault,Per hundred thousand inhabitants,43.48
1192,2010,Malta,Sexual violence,Number,91.0
1193,2010,Malta,Sexual violence,Per hundred thousand inhabitants,21.98
1194,2010,Malta,Rape,Number,11.0
1195,2010,Malta,Rape,Per hundred thousand inhabitants,2.66
1196,2010,Malta,Sexual assault,Number,80.0
1197,2010,Malta,Sexual assault,Per hundred thousand inhabitants,19.32
1198,2010,Malta,Theft,Number,8141.0
1199,2010,Malta,Theft,Per hundred thousand inhabitants,1966.3
1200,2010,Netherlands,Intentional homicide,Number,144.0
1201,2010,Netherlands,Intentional homicide,Per hundred thousand inhabitants,0.87
1202,2010,Netherlands,Assault,Number,60280.0
1203,2010,Netherlands,Assault,Per hundred thousand inhabitants,363.68
1204,2010,Netherlands,Sexual violence,Number,9610.0
1205,2010,Netherlands,Sexual violence,Per hundred thousand inhabitants,57.98
1206,2010,Netherlands,Rape,Number,1660.0
1207,2010,Netherlands,Rape,Per hundred thousand inhabitants,10.02
1208,2010,Netherlands,Sexual assault,Number,7950.0
1209,2010,Netherlands,Sexual assault,Per hundred thousand inhabitants,47.96
1210,2010,Netherlands,Theft,Number,683835.0
1211,2010,Netherlands,Theft,Per hundred thousand inhabitants,4125.7
1212,2010,Austria,Intentional homicide,Number,58.0
1213,2010,Austria,Intentional homicide,Per hundred thousand inhabitants,0.69
1214,2010,Austria,Assault,Number,3606.0
1215,2010,Austria,Assault,Per hundred thousand inhabitants,43.18
1216,2010,Austria,Sexual violence,Number,3957.0
1217,2010,Austria,Sexual violence,Per hundred thousand inhabitants,47.38
1218,2010,Austria,Rape,Number,875.0
1219,2010,Austria,Rape,Per hundred thousand inhabitants,10.48
1220,2010,Austria,Sexual assault,Number,3082.0
1221,2010,Austria,Sexual assault,Per hundred thousand inhabitants,36.9
1222,2010,Austria,Theft,Number,155878.0
1223,2010,Austria,Theft,Per hundred thousand inhabitants,1866.44
1224,2010,Poland,Intentional homicide,Number,436.0
1225,2010,Poland,Intentional homicide,Per hundred thousand inhabitants,1.15
1226,2010,Poland,Assault,Number,11011.0
1227,2010,Poland,Assault,Per hundred thousand inhabitants,28.96
1228,2010,Poland,Sexual violence,Number,
1229,2010,Poland,Sexual violence,Per hundred thousand inhabitants,
1230,2010,Poland,Rape,Number,1567.0
1231,2010,Poland,Rape,Per hundred thousand inhabitants,4.12
1232,2010,Poland,Sexual assault,Number,
1233,2010,Poland,Sexual assault,Per hundred thousand inhabitants,
1234,2010,Poland,Theft,Number,220455.0
1235,2010,Poland,Theft,Per hundred thousand inhabitants,579.8
1236,2010,Portugal,Intentional homicide,Number,124.0
1237,2010,Portugal,Intentional homicide,Per hundred thousand inhabitants,1.17
1238,2010,Portugal,Assault,Number,30816.0
1239,2010,Portugal,Assault,Per hundred thousand inhabitants,291.45
1240,2010,Portugal,Sexual violence,Number,2206.0
1241,2010,Portugal,Sexual violence,Per hundred thousand inhabitants,20.86
1242,2010,Portugal,Rape,Number,424.0
1243,2010,Portugal,Rape,Per hundred thousand inhabitants,4.01
1244,2010,Portugal,Sexual assault,Number,1782.0
1245,2010,Portugal,Sexual assault,Per hundred thousand inhabitants,16.85
1246,2010,Portugal,Theft,Number,115374.0
1247,2010,Portugal,Theft,Per hundred thousand inhabitants,1091.16
1248,2010,Romania,Intentional homicide,Number,404.0
1249,2010,Romania,Intentional homicide,Per hundred thousand inhabitants,1.99
1250,2010,Romania,Assault,Number,12301.0
1251,2010,Romania,Assault,Per hundred thousand inhabitants,60.61
1252,2010,Romania,Sexual violence,Number,1486.0
1253,2010,Romania,Sexual violence,Per hundred thousand inhabitants,7.32
1254,2010,Romania,Rape,Number,897.0
1255,2010,Romania,Rape,Per hundred thousand inhabitants,4.42
1256,2010,Romania,Sexual assault,Number,589.0
1257,2010,Romania,Sexual assault,Per hundred thousand inhabitants,2.9
1258,2010,Romania,Theft,Number,51359.0
1259,2010,Romania,Theft,Per hundred thousand inhabitants,253.07
1260,2010,Slovenia,Intentional homicide,Number,11.0
1261,2010,Slovenia,Intentional homicide,Per hundred thousand inhabitants,0.54
1262,2010,Slovenia,Assault,Number,2182.0
1263,2010,Slovenia,Assault,Per hundred thousand inhabitants,106.6
1264,2010,Slovenia,Sexual violence,Number,466.0
1265,2010,Slovenia,Sexual violence,Per hundred thousand inhabitants,22.77
1266,2010,Slovenia,Rape,Number,63.0
1267,2010,Slovenia,Rape,Per hundred thousand inhabitants,3.08
1268,2010,Slovenia,Sexual assault,Number,403.0
1269,2010,Slovenia,Sexual assault,Per hundred thousand inhabitants,19.69
1270,2010,Slovenia,Theft,Number,29445.0
1271,2010,Slovenia,Theft,Per hundred thousand inhabitants,1438.46
1272,2010,Slovakia,Intentional homicide,Number,89.0
1273,2010,Slovakia,Intentional homicide,Per hundred thousand inhabitants,1.65
1274,2010,Slovakia,Assault,Number,2426.0
1275,2010,Slovakia,Assault,Per hundred thousand inhabitants,45.01
1276,2010,Slovakia,Sexual violence,Number,
1277,2010,Slovakia,Sexual violence,Per hundred thousand inhabitants,
1278,2010,Slovakia,Rape,Number,117.0
1279,2010,Slovakia,Rape,Per hundred thousand inhabitants,2.17
1280,2010,Slovakia,Sexual assault,Number,
1281,2010,Slovakia,Sexual assault,Per hundred thousand inhabitants,
1282,2010,Slovakia,Theft,Number,27818.0
1283,2010,Slovakia,Theft,Per hundred thousand inhabitants,516.06
1284,2010,Finland,Intentional homicide,Number,117.0
