,TIME,GEO,UNIT,INDIC_NA,Value
1522,2008,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,5900.0
1523,2008,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Purchasing power standard (PPS) per inhabitant,External balance of goods and services,300.0
1524,2008,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
1525,2008,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Percentage of gross domestic product (GDP),Gross fixed capital formation,21.5
1526,2008,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Percentage of gross domestic product (GDP),External balance of goods and services,1.0
1527,2008,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,109.1
1528,2008,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,111.4
1529,2008,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,408.9
1530,2008,Euro area (18 countries),Million euro,Gross domestic product at market prices,9265902.2
1531,2008,Euro area (18 countries),Million euro,Gross fixed capital formation,1996293.3
1532,2008,Euro area (18 countries),Million euro,External balance of goods and services,82488.1
1533,2008,Euro area (18 countries),Euro per inhabitant,Gross domestic product at market prices,28000.0
1534,2008,Euro area (18 countries),Euro per inhabitant,Gross fixed capital formation,6000.0
1535,2008,Euro area (18 countries),Euro per inhabitant,External balance of goods and services,200.0
1536,2008,Euro area (18 countries),Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,27100.0
1537,2008,Euro area (18 countries),Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,5800.0
1538,2008,Euro area (18 countries),Purchasing power standard (PPS) per inhabitant,External balance of goods and services,200.0
1539,2008,Euro area (18 countries),Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
1540,2008,Euro area (18 countries),Percentage of gross domestic product (GDP),Gross fixed capital formation,21.5
1541,2008,Euro area (18 countries),Percentage of gross domestic product (GDP),External balance of goods and services,0.9
1542,2008,Euro area (18 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,108.0
1543,2008,Euro area (18 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,110.6
1544,2008,Euro area (18 countries),Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,375.9
1545,2008,Euro area (17 countries),Million euro,Gross domestic product at market prices,9243012.4
1546,2008,Euro area (17 countries),Million euro,Gross fixed capital formation,1989505.8
1547,2008,Euro area (17 countries),Million euro,External balance of goods and services,85632.4
1548,2008,Euro area (17 countries),Euro per inhabitant,Gross domestic product at market prices,28100.0
1549,2008,Euro area (17 countries),Euro per inhabitant,Gross fixed capital formation,6000.0
1550,2008,Euro area (17 countries),Euro per inhabitant,External balance of goods and services,300.0
1551,2008,Euro area (17 countries),Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,27200.0
1552,2008,Euro area (17 countries),Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,5800.0
1553,2008,Euro area (17 countries),Purchasing power standard (PPS) per inhabitant,External balance of goods and services,300.0
1554,2008,Euro area (17 countries),Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
1555,2008,Euro area (17 countries),Percentage of gross domestic product (GDP),Gross fixed capital formation,21.5
1556,2008,Euro area (17 countries),Percentage of gross domestic product (GDP),External balance of goods and services,0.9
1557,2008,Euro area (17 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,108.3
1558,2008,Euro area (17 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,110.8
1559,2008,Euro area (17 countries),Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,392.4
1560,2008,Euro area (16 countries),Million euro,Gross domestic product at market prices,
1561,2008,Euro area (16 countries),Million euro,Gross fixed capital formation,
1562,2008,Euro area (16 countries),Million euro,External balance of goods and services,
1563,2008,Euro area (16 countries),Euro per inhabitant,Gross domestic product at market prices,
1564,2008,Euro area (16 countries),Euro per inhabitant,Gross fixed capital formation,
1565,2008,Euro area (16 countries),Euro per inhabitant,External balance of goods and services,
1566,2008,Euro area (16 countries),Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,
1567,2008,Euro area (16 countries),Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,
1568,2008,Euro area (16 countries),Purchasing power standard (PPS) per inhabitant,External balance of goods and services,
1569,2008,Euro area (16 countries),Percentage of gross domestic product (GDP),Gross domestic product at market prices,
1570,2008,Euro area (16 countries),Percentage of gross domestic product (GDP),Gross fixed capital formation,
1571,2008,Euro area (16 countries),Percentage of gross domestic product (GDP),External balance of goods and services,
1572,2008,Euro area (16 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,
1573,2008,Euro area (16 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,
1574,2008,Euro area (16 countries),Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,
1575,2008,Euro area (15 countries),Million euro,Gross domestic product at market prices,
1576,2008,Euro area (15 countries),Million euro,Gross fixed capital formation,
1577,2008,Euro area (15 countries),Million euro,External balance of goods and services,
1578,2008,Euro area (15 countries),Euro per inhabitant,Gross domestic product at market prices,
1579,2008,Euro area (15 countries),Euro per inhabitant,Gross fixed capital formation,
1580,2008,Euro area (15 countries),Euro per inhabitant,External balance of goods and services,
1581,2008,Euro area (15 countries),Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,
1582,2008,Euro area (15 countries),Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,
1583,2008,Euro area (15 countries),Purchasing power standard (PPS) per inhabitant,External balance of goods and services,
1584,2008,Euro area (15 countries),Percentage of gross domestic product (GDP),Gross domestic product at market prices,
1585,2008,Euro area (15 countries),Percentage of gross domestic product (GDP),Gross fixed capital formation,
1586,2008,Euro area (15 countries),Percentage of gross domestic product (GDP),External balance of goods and services,
1587,2008,Euro area (15 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,
1588,2008,Euro area (15 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,
1589,2008,Euro area (15 countries),Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,
1590,2008,Euro area (13 countries),Million euro,Gross domestic product at market prices,
1591,2008,Euro area (13 countries),Million euro,Gross fixed capital formation,
1592,2008,Euro area (13 countries),Million euro,External balance of goods and services,
1593,2008,Euro area (13 countries),Euro per inhabitant,Gross domestic product at market prices,
1594,2008,Euro area (13 countries),Euro per inhabitant,Gross fixed capital formation,
1595,2008,Euro area (13 countries),Euro per inhabitant,External balance of goods and services,
1596,2008,Euro area (13 countries),Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,
1597,2008,Euro area (13 countries),Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,
1598,2008,Euro area (13 countries),Purchasing power standard (PPS) per inhabitant,External balance of goods and services,
1599,2008,Euro area (13 countries),Percentage of gross domestic product (GDP),Gross domestic product at market prices,
1600,2008,Euro area (13 countries),Percentage of gross domestic product (GDP),Gross fixed capital formation,
1601,2008,Euro area (13 countries),Percentage of gross domestic product (GDP),External balance of goods and services,
1602,2008,Euro area (13 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,
1603,2008,Euro area (13 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,
1604,2008,Euro area (13 countries),Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,
1605,2008,Euro area (12 countries),Million euro,Gross domestic product at market prices,9101998.9
1606,2008,Euro area (12 countries),Million euro,Gross fixed capital formation,1952914.9
1607,2008,Euro area (12 countries),Million euro,External balance of goods and services,90777.1
1608,2008,Euro area (12 countries),Euro per inhabitant,Gross domestic product at market prices,28500.0
1609,2008,Euro area (12 countries),Euro per inhabitant,Gross fixed capital formation,6100.0
1610,2008,Euro area (12 countries),Euro per inhabitant,External balance of goods and services,300.0
1611,2008,Euro area (12 countries),Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,27400.0
1612,2008,Euro area (12 countries),Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,5900.0
1613,2008,Euro area (12 countries),Purchasing power standard (PPS) per inhabitant,External balance of goods and services,300.0
1614,2008,Euro area (12 countries),Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
1615,2008,Euro area (12 countries),Percentage of gross domestic product (GDP),Gross fixed capital formation,21.5
1616,2008,Euro area (12 countries),Percentage of gross domestic product (GDP),External balance of goods and services,1.0
1617,2008,Euro area (12 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,109.3
1618,2008,Euro area (12 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,111.4
1619,2008,Euro area (12 countries),Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,426.1
1620,2008,Belgium,Million euro,Gross domestic product at market prices,346375.0
1621,2008,Belgium,Million euro,Gross fixed capital formation,77286.0
1622,2008,Belgium,Million euro,External balance of goods and services,2963.0
1623,2008,Belgium,Euro per inhabitant,Gross domestic product at market prices,32400.0
1624,2008,Belgium,Euro per inhabitant,Gross fixed capital formation,7200.0
1625,2008,Belgium,Euro per inhabitant,External balance of goods and services,300.0
1626,2008,Belgium,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,28900.0
1627,2008,Belgium,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,6400.0
1628,2008,Belgium,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,200.0
1629,2008,Belgium,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
1630,2008,Belgium,Percentage of gross domestic product (GDP),Gross fixed capital formation,22.3
1631,2008,Belgium,Percentage of gross domestic product (GDP),External balance of goods and services,0.9
1632,2008,Belgium,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,115.2
1633,2008,Belgium,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,122.2
1634,2008,Belgium,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,385.5
1635,2008,Bulgaria,Million euro,Gross domestic product at market prices,35430.5
1636,2008,Bulgaria,Million euro,Gross fixed capital formation,11904.4
1637,2008,Bulgaria,Million euro,External balance of goods and services,-7268.4
1638,2008,Bulgaria,Euro per inhabitant,Gross domestic product at market prices,4600.0
1639,2008,Bulgaria,Euro per inhabitant,Gross fixed capital formation,1600.0
1640,2008,Bulgaria,Euro per inhabitant,External balance of goods and services,-1000.0
1641,2008,Bulgaria,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,10900.0
1642,2008,Bulgaria,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,3600.0
1643,2008,Bulgaria,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,-2200.0
1644,2008,Bulgaria,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
1645,2008,Bulgaria,Percentage of gross domestic product (GDP),Gross fixed capital formation,33.6
1646,2008,Bulgaria,Percentage of gross domestic product (GDP),External balance of goods and services,-20.5
1647,2008,Bulgaria,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,43.3
1648,2008,Bulgaria,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,69.1
1649,2008,Bulgaria,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,-3473.4
1650,2008,Czech Republic,Million euro,Gross domestic product at market prices,154269.7
1651,2008,Czech Republic,Million euro,Gross fixed capital formation,41336.6
1652,2008,Czech Republic,Million euro,External balance of goods and services,3686.3
1653,2008,Czech Republic,Euro per inhabitant,Gross domestic product at market prices,14800.0
1654,2008,Czech Republic,Euro per inhabitant,Gross fixed capital formation,4000.0
1655,2008,Czech Republic,Euro per inhabitant,External balance of goods and services,400.0
1656,2008,Czech Republic,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,20200.0
1657,2008,Czech Republic,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,5400.0
1658,2008,Czech Republic,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,500.0
1659,2008,Czech Republic,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
1660,2008,Czech Republic,Percentage of gross domestic product (GDP),Gross fixed capital formation,26.8
1661,2008,Czech Republic,Percentage of gross domestic product (GDP),External balance of goods and services,2.4
1662,2008,Czech Republic,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,80.5
1663,2008,Czech Republic,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,102.5
1664,2008,Czech Republic,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,752.2
1665,2008,Denmark,Million euro,Gross domestic product at market prices,235133.0
1666,2008,Denmark,Million euro,Gross fixed capital formation,49457.8
1667,2008,Denmark,Million euro,External balance of goods and services,7460.0
1668,2008,Denmark,Euro per inhabitant,Gross domestic product at market prices,42800.0
1669,2008,Denmark,Euro per inhabitant,Gross fixed capital formation,9000.0
1670,2008,Denmark,Euro per inhabitant,External balance of goods and services,1400.0
1671,2008,Denmark,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,31100.0
1672,2008,Denmark,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,6500.0
1673,2008,Denmark,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,1000.0
1674,2008,Denmark,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
1675,2008,Denmark,Percentage of gross domestic product (GDP),Gross fixed capital formation,21.0
1676,2008,Denmark,Percentage of gross domestic product (GDP),External balance of goods and services,3.2
1677,2008,Denmark,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,124.0
1678,2008,Denmark,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,123.9
1679,2008,Denmark,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,1538.0
1680,2008,Germany (until 1990 former territory of the FRG),Million euro,Gross domestic product at market prices,2473800.0
1681,2008,Germany (until 1990 former territory of the FRG),Million euro,Gross fixed capital formation,459530.0
1682,2008,Germany (until 1990 former territory of the FRG),Million euro,External balance of goods and services,155830.0
1683,2008,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Gross domestic product at market prices,30100.0
1684,2008,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Gross fixed capital formation,5600.0
1685,2008,Germany (until 1990 former territory of the FRG),Euro per inhabitant,External balance of goods and services,1900.0
1686,2008,Germany (until 1990 former territory of the FRG),Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,29000.0
1687,2008,Germany (until 1990 former territory of the FRG),Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,5400.0
1688,2008,Germany (until 1990 former territory of the FRG),Purchasing power standard (PPS) per inhabitant,External balance of goods and services,1800.0
1689,2008,Germany (until 1990 former territory of the FRG),Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
1690,2008,Germany (until 1990 former territory of the FRG),Percentage of gross domestic product (GDP),Gross fixed capital formation,18.6
1691,2008,Germany (until 1990 former territory of the FRG),Percentage of gross domestic product (GDP),External balance of goods and services,6.3
1692,2008,Germany (until 1990 former territory of the FRG),Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,115.5
1693,2008,Germany (until 1990 former territory of the FRG),Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,101.9
1694,2008,Germany (until 1990 former territory of the FRG),Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,2844.7
1695,2008,Estonia,Million euro,Gross domestic product at market prices,16239.5
1696,2008,Estonia,Million euro,Gross fixed capital formation,4939.3
1697,2008,Estonia,Million euro,External balance of goods and services,-655.8
1698,2008,Estonia,Euro per inhabitant,Gross domestic product at market prices,12100.0
1699,2008,Estonia,Euro per inhabitant,Gross fixed capital formation,3700.0
1700,2008,Estonia,Euro per inhabitant,External balance of goods and services,-500.0
1701,2008,Estonia,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,17200.0
1702,2008,Estonia,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,5200.0
1703,2008,Estonia,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,-700.0
1704,2008,Estonia,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
1705,2008,Estonia,Percentage of gross domestic product (GDP),Gross fixed capital formation,30.4
1706,2008,Estonia,Percentage of gross domestic product (GDP),External balance of goods and services,-4.0
1707,2008,Estonia,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,68.7
1708,2008,Estonia,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,99.2
1709,2008,Estonia,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,-1084.3
1710,2008,Ireland,Million euro,Gross domestic product at market prices,180249.5
1711,2008,Ireland,Million euro,Gross fixed capital formation,39617.3
1712,2008,Ireland,Million euro,External balance of goods and services,16303.9
1713,2008,Ireland,Euro per inhabitant,Gross domestic product at market prices,40100.0
1714,2008,Ireland,Euro per inhabitant,Gross fixed capital formation,8800.0
1715,2008,Ireland,Euro per inhabitant,External balance of goods and services,3600.0
1716,2008,Ireland,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,32900.0
1717,2008,Ireland,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,7200.0
1718,2008,Ireland,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,3000.0
1719,2008,Ireland,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
1720,2008,Ireland,Percentage of gross domestic product (GDP),Gross fixed capital formation,22.0
1721,2008,Ireland,Percentage of gross domestic product (GDP),External balance of goods and services,9.0
1722,2008,Ireland,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,131.1
1723,2008,Ireland,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,136.9
1724,2008,Ireland,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,4637.0
1725,2008,Greece,Million euro,Gross domestic product at market prices,233197.7
1726,2008,Greece,Million euro,Gross fixed capital formation,52607.0
1727,2008,Greece,Million euro,External balance of goods and services,-33781.0
1728,2008,Greece,Euro per inhabitant,Gross domestic product at market prices,20800.0
1729,2008,Greece,Euro per inhabitant,Gross fixed capital formation,4700.0
1730,2008,Greece,Euro per inhabitant,External balance of goods and services,-3000.0
1731,2008,Greece,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,23200.0
1732,2008,Greece,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,5200.0
1733,2008,Greece,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,-3400.0
1734,2008,Greece,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
1735,2008,Greece,Percentage of gross domestic product (GDP),Gross fixed capital formation,22.6
1736,2008,Greece,Percentage of gross domestic product (GDP),External balance of goods and services,-14.5
1737,2008,Greece,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,92.5
1738,2008,Greece,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,99.2
1739,2008,Greece,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,-5241.5
1740,2008,Spain,Million euro,Gross domestic product at market prices,1087788.0
1741,2008,Spain,Million euro,Gross fixed capital formation,312046.0
1742,2008,Spain,Million euro,External balance of goods and services,-63280.0
1743,2008,Spain,Euro per inhabitant,Gross domestic product at market prices,23900.0
1744,2008,Spain,Euro per inhabitant,Gross fixed capital formation,6800.0
1745,2008,Spain,Euro per inhabitant,External balance of goods and services,-1400.0
1746,2008,Spain,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,25900.0
1747,2008,Spain,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,7400.0
1748,2008,Spain,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,-1500.0
1749,2008,Spain,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
1750,2008,Spain,Percentage of gross domestic product (GDP),Gross fixed capital formation,28.7
1751,2008,Spain,Percentage of gross domestic product (GDP),External balance of goods and services,-5.8
1752,2008,Spain,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,103.0
1753,2008,Spain,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,140.5
1754,2008,Spain,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,-2345.0
1755,2008,France,Million euro,Gross domestic product at market prices,1933195.0
1756,2008,France,Million euro,Gross fixed capital formation,411879.0
1757,2008,France,Million euro,External balance of goods and services,-40689.0
1758,2008,France,Euro per inhabitant,Gross domestic product at market prices,30100.0
1759,2008,France,Euro per inhabitant,Gross fixed capital formation,6400.0
1760,2008,France,Euro per inhabitant,External balance of goods and services,-600.0
1761,2008,France,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,26700.0
1762,2008,France,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,5700.0
1763,2008,France,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,-600.0
1764,2008,France,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
1765,2008,France,Percentage of gross domestic product (GDP),Gross fixed capital formation,21.3
1766,2008,France,Percentage of gross domestic product (GDP),External balance of goods and services,-2.1
1767,2008,France,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,106.3
1768,2008,France,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,107.6
1769,2008,France,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,-875.0
1770,2008,Croatia,Million euro,Gross domestic product at market prices,47538.3
1771,2008,Croatia,Million euro,Gross fixed capital formation,13002.7
1772,2008,Croatia,Million euro,External balance of goods and services,-3691.1
1773,2008,Croatia,Euro per inhabitant,Gross domestic product at market prices,11000.0
1774,2008,Croatia,Euro per inhabitant,Gross fixed capital formation,3000.0
1775,2008,Croatia,Euro per inhabitant,External balance of goods and services,-900.0
1776,2008,Croatia,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,16200.0
1777,2008,Croatia,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,4400.0
1778,2008,Croatia,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,-1300.0
1779,2008,Croatia,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
1780,2008,Croatia,Percentage of gross domestic product (GDP),Gross fixed capital formation,27.4
1781,2008,Croatia,Percentage of gross domestic product (GDP),External balance of goods and services,-7.8
1782,2008,Croatia,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,64.7
1783,2008,Croatia,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,84.1
1784,2008,Croatia,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,-1964.3
1785,2008,Italy,Million euro,Gross domestic product at market prices,1575143.9
1786,2008,Italy,Million euro,Gross fixed capital formation,330649.4
1787,2008,Italy,Million euro,External balance of goods and services,-13106.1
1788,2008,Italy,Euro per inhabitant,Gross domestic product at market prices,26300.0
1789,2008,Italy,Euro per inhabitant,Gross fixed capital formation,5500.0
1790,2008,Italy,Euro per inhabitant,External balance of goods and services,-200.0
1791,2008,Italy,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,26000.0
1792,2008,Italy,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,5500.0
1793,2008,Italy,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,-200.0
1794,2008,Italy,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
1795,2008,Italy,Percentage of gross domestic product (GDP),Gross fixed capital formation,21.0
1796,2008,Italy,Percentage of gross domestic product (GDP),External balance of goods and services,-0.8
1797,2008,Italy,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,103.8
1798,2008,Italy,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,103.6
1799,2008,Italy,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,-337.9
1800,2008,Cyprus,Million euro,Gross domestic product at market prices,17157.1
1801,2008,Cyprus,Million euro,Gross fixed capital formation,3936.3
1802,2008,Cyprus,Million euro,External balance of goods and services,-1908.2
1803,2008,Cyprus,Euro per inhabitant,Gross domestic product at market prices,21800.0
1804,2008,Cyprus,Euro per inhabitant,Gross fixed capital formation,5000.0
1805,2008,Cyprus,Euro per inhabitant,External balance of goods and services,-2400.0
1806,2008,Cyprus,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,24800.0
1807,2008,Cyprus,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,5700.0
1808,2008,Cyprus,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,-2800.0
1809,2008,Cyprus,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
1810,2008,Cyprus,Percentage of gross domestic product (GDP),Gross fixed capital formation,22.9
1811,2008,Cyprus,Percentage of gross domestic product (GDP),External balance of goods and services,-11.1
1812,2008,Cyprus,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,99.1
1813,2008,Cyprus,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,108.0
1814,2008,Cyprus,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,-4308.0
1815,2008,Latvia,Million euro,Gross domestic product at market prices,22889.8
1816,2008,Latvia,Million euro,Gross fixed capital formation,6787.5
1817,2008,Latvia,Million euro,External balance of goods and services,-3144.3
1818,2008,Latvia,Euro per inhabitant,Gross domestic product at market prices,10500.0
1819,2008,Latvia,Euro per inhabitant,Gross fixed capital formation,3100.0
1820,2008,Latvia,Euro per inhabitant,External balance of goods and services,-1400.0
1821,2008,Latvia,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,14600.0
1822,2008,Latvia,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,4300.0
1823,2008,Latvia,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,-2000.0
1824,2008,Latvia,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0
1825,2008,Latvia,Percentage of gross domestic product (GDP),Gross fixed capital formation,29.7
1826,2008,Latvia,Percentage of gross domestic product (GDP),External balance of goods and services,-13.7
1827,2008,Latvia,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,58.2
1828,2008,Latvia,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,82.0
1829,2008,Latvia,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,-3126.1
1830,2008,Lithuania,Million euro,Gross domestic product at market prices,32414.3
1831,2008,Lithuania,Million euro,Gross fixed capital formation,8216.2
1832,2008,Lithuania,Million euro,External balance of goods and services,-3830.3
1833,2008,Lithuania,Euro per inhabitant,Gross domestic product at market prices,10100.0
1834,2008,Lithuania,Euro per inhabitant,Gross fixed capital formation,2600.0
1835,2008,Lithuania,Euro per inhabitant,External balance of goods and services,-1200.0
1836,2008,Lithuania,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,16100.0
1837,2008,Lithuania,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,4100.0
