,TIME,GEO,UNIT,ISCED11,Value
304,2007,"Former Yugoslav Republic of Macedonia, the",Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",41.3
305,2007,"Former Yugoslav Republic of Macedonia, the",Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",58.7
306,2007,"Former Yugoslav Republic of Macedonia, the",Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),47.0
307,2007,"Former Yugoslav Republic of Macedonia, the",Percentage,Tertiary education (levels 5-8),11.7
308,2007,Turkey,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",70.8
309,2007,Turkey,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",29.2
310,2007,Turkey,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),20.4
311,2007,Turkey,Percentage,Tertiary education (levels 5-8),8.8
312,2008,European Union (28 countries),Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",32.2
313,2008,European Union (28 countries),Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",67.8
314,2008,European Union (28 countries),Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),46.6
315,2008,European Union (28 countries),Percentage,Tertiary education (levels 5-8),21.2
316,2008,European Union (27 countries),Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",32.2
317,2008,European Union (27 countries),Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",67.8
318,2008,European Union (27 countries),Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),46.5
319,2008,European Union (27 countries),Percentage,Tertiary education (levels 5-8),21.3
320,2008,European Union (15 countries),Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",34.8
321,2008,European Union (15 countries),Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",65.2
322,2008,European Union (15 countries),Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),42.3
323,2008,European Union (15 countries),Percentage,Tertiary education (levels 5-8),22.9
324,2008,Euro area (19 countries),Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",35.8
325,2008,Euro area (19 countries),Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",64.2
326,2008,Euro area (19 countries),Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),42.7
327,2008,Euro area (19 countries),Percentage,Tertiary education (levels 5-8),21.5
328,2008,Euro area (18 countries),Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",36.0
329,2008,Euro area (18 countries),Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",64.0
330,2008,Euro area (18 countries),Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),42.6
331,2008,Euro area (18 countries),Percentage,Tertiary education (levels 5-8),21.4
332,2008,Euro area (17 countries),Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",36.1
333,2008,Euro area (17 countries),Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",63.9
334,2008,Euro area (17 countries),Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),42.5
335,2008,Euro area (17 countries),Percentage,Tertiary education (levels 5-8),21.4
336,2008,Belgium,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",33.6
337,2008,Belgium,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",66.4
338,2008,Belgium,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),38.0
339,2008,Belgium,Percentage,Tertiary education (levels 5-8),28.4
340,2008,Bulgaria,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",28.3
341,2008,Bulgaria,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",71.7
342,2008,Bulgaria,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),52.8
343,2008,Bulgaria,Percentage,Tertiary education (levels 5-8),18.9
344,2008,Czech Republic,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",15.8
345,2008,Czech Republic,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",84.2
346,2008,Czech Republic,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),71.7
347,2008,Czech Republic,Percentage,Tertiary education (levels 5-8),12.4
348,2008,Denmark,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",32.9
349,2008,Denmark,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",67.1
350,2008,Denmark,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),40.8
351,2008,Denmark,Percentage,Tertiary education (levels 5-8),26.3
352,2008,Germany (until 1990 former territory of the FRG),Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",22.3
353,2008,Germany (until 1990 former territory of the FRG),Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",77.7
354,2008,Germany (until 1990 former territory of the FRG),Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),56.3
355,2008,Germany (until 1990 former territory of the FRG),Percentage,Tertiary education (levels 5-8),21.4
356,2008,Estonia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",20.4
357,2008,Estonia,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",79.6
358,2008,Estonia,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),51.3
359,2008,Estonia,Percentage,Tertiary education (levels 5-8),28.3
360,2008,Ireland,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",32.4
361,2008,Ireland,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",67.6
362,2008,Ireland,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),37.3
363,2008,Ireland,Percentage,Tertiary education (levels 5-8),30.3
364,2008,Greece,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",39.7
365,2008,Greece,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",60.3
366,2008,Greece,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),40.5
367,2008,Greece,Percentage,Tertiary education (levels 5-8),19.8
368,2008,Spain,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",49.8
369,2008,Spain,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",50.2
370,2008,Spain,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),23.1
371,2008,Spain,Percentage,Tertiary education (levels 5-8),27.0
372,2008,France,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",33.0
373,2008,France,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",67.0
374,2008,France,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),42.3
375,2008,France,Percentage,Tertiary education (levels 5-8),24.8
376,2008,Croatia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",25.9
377,2008,Croatia,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",74.1
378,2008,Croatia,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),60.5
379,2008,Croatia,Percentage,Tertiary education (levels 5-8),13.6
380,2008,Italy,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",47.9
381,2008,Italy,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",52.1
382,2008,Italy,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),39.5
383,2008,Italy,Percentage,Tertiary education (levels 5-8),12.7
384,2008,Cyprus,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",30.4
385,2008,Cyprus,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",69.6
386,2008,Cyprus,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),38.6
387,2008,Cyprus,Percentage,Tertiary education (levels 5-8),31.0
388,2008,Latvia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",22.8
389,2008,Latvia,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",77.2
390,2008,Latvia,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),56.5
391,2008,Latvia,Percentage,Tertiary education (levels 5-8),20.7
392,2008,Lithuania,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",18.5
393,2008,Lithuania,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",81.5
394,2008,Lithuania,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),56.1
395,2008,Lithuania,Percentage,Tertiary education (levels 5-8),25.3
396,2008,Luxembourg,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",36.8
397,2008,Luxembourg,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",63.2
398,2008,Luxembourg,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),39.5
399,2008,Luxembourg,Percentage,Tertiary education (levels 5-8),23.7
400,2008,Hungary,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",25.8
401,2008,Hungary,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",74.2
402,2008,Hungary,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),57.8
403,2008,Hungary,Percentage,Tertiary education (levels 5-8),16.4
404,2008,Malta,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",65.1
405,2008,Malta,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",34.9
406,2008,Malta,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),22.8
407,2008,Malta,Percentage,Tertiary education (levels 5-8),12.1
408,2008,Netherlands,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",31.3
409,2008,Netherlands,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",68.7
410,2008,Netherlands,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),40.8
411,2008,Netherlands,Percentage,Tertiary education (levels 5-8),27.8
412,2008,Austria,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",24.6
413,2008,Austria,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",75.4
414,2008,Austria,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),60.4
415,2008,Austria,Percentage,Tertiary education (levels 5-8),15.0
416,2008,Poland,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",19.6
417,2008,Poland,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",80.4
418,2008,Poland,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),63.8
419,2008,Poland,Percentage,Tertiary education (levels 5-8),16.5
420,2008,Portugal,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",70.8
421,2008,Portugal,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",29.2
422,2008,Portugal,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),16.6
423,2008,Portugal,Percentage,Tertiary education (levels 5-8),12.6
424,2008,Romania,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",30.2
425,2008,Romania,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",69.8
426,2008,Romania,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),59.2
427,2008,Romania,Percentage,Tertiary education (levels 5-8),10.7
428,2008,Slovenia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",21.9
429,2008,Slovenia,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",78.1
430,2008,Slovenia,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),59.2
431,2008,Slovenia,Percentage,Tertiary education (levels 5-8),19.0
432,2008,Slovakia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",17.6
433,2008,Slovakia,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",82.4
434,2008,Slovakia,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),70.1
435,2008,Slovakia,Percentage,Tertiary education (levels 5-8),12.3
436,2008,Finland,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",25.1
437,2008,Finland,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",74.9
438,2008,Finland,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),44.6
439,2008,Finland,Percentage,Tertiary education (levels 5-8),30.2
440,2008,Sweden,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",26.2
441,2008,Sweden,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",73.8
442,2008,Sweden,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),47.0
443,2008,Sweden,Percentage,Tertiary education (levels 5-8),26.9
444,2008,United Kingdom,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",26.9
445,2008,United Kingdom,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",73.1
446,2008,United Kingdom,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),44.4
447,2008,United Kingdom,Percentage,Tertiary education (levels 5-8),28.7
448,2008,Iceland,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",42.5
449,2008,Iceland,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",57.5
450,2008,Iceland,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),32.0
451,2008,Iceland,Percentage,Tertiary education (levels 5-8),25.5
452,2008,Norway,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",27.2
453,2008,Norway,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",72.8
454,2008,Norway,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),42.6
455,2008,Norway,Percentage,Tertiary education (levels 5-8),30.2
456,2008,Switzerland,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",20.4
457,2008,Switzerland,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",79.6
458,2008,Switzerland,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),51.1
459,2008,Switzerland,Percentage,Tertiary education (levels 5-8),28.5
460,2008,"Former Yugoslav Republic of Macedonia, the",Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",42.5
461,2008,"Former Yugoslav Republic of Macedonia, the",Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",57.5
462,2008,"Former Yugoslav Republic of Macedonia, the",Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),46.4
463,2008,"Former Yugoslav Republic of Macedonia, the",Percentage,Tertiary education (levels 5-8),11.0
464,2008,Turkey,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",70.6
465,2008,Turkey,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",29.4
466,2008,Turkey,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),19.9
467,2008,Turkey,Percentage,Tertiary education (levels 5-8),9.5
468,2009,European Union (28 countries),Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",31.5
469,2009,European Union (28 countries),Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",68.5
470,2009,European Union (28 countries),Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),46.5
471,2009,European Union (28 countries),Percentage,Tertiary education (levels 5-8),22.0
472,2009,European Union (27 countries),Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",31.6
473,2009,European Union (27 countries),Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",68.4
474,2009,European Union (27 countries),Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),46.4
475,2009,European Union (27 countries),Percentage,Tertiary education (levels 5-8),22.1
476,2009,European Union (15 countries),Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",34.2
477,2009,European Union (15 countries),Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",65.8
478,2009,European Union (15 countries),Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),42.2
479,2009,European Union (15 countries),Percentage,Tertiary education (levels 5-8),23.6
480,2009,Euro area (19 countries),Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",35.3
481,2009,Euro area (19 countries),Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",64.7
482,2009,Euro area (19 countries),Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),42.6
483,2009,Euro area (19 countries),Percentage,Tertiary education (levels 5-8),22.1
484,2009,Euro area (18 countries),Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",35.5
485,2009,Euro area (18 countries),Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",64.5
486,2009,Euro area (18 countries),Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),42.4
487,2009,Euro area (18 countries),Percentage,Tertiary education (levels 5-8),22.1
488,2009,Euro area (17 countries),Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",35.6
489,2009,Euro area (17 countries),Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",64.4
490,2009,Euro area (17 countries),Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),42.3
491,2009,Euro area (17 countries),Percentage,Tertiary education (levels 5-8),22.1
492,2009,Belgium,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",32.4
493,2009,Belgium,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",67.6
494,2009,Belgium,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),38.1
495,2009,Belgium,Percentage,Tertiary education (levels 5-8),29.4
496,2009,Bulgaria,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",27.6
497,2009,Bulgaria,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",72.4
498,2009,Bulgaria,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),53.2
499,2009,Bulgaria,Percentage,Tertiary education (levels 5-8),19.2
500,2009,Czech Republic,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",15.2
501,2009,Czech Republic,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",84.8
502,2009,Czech Republic,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),71.4
503,2009,Czech Republic,Percentage,Tertiary education (levels 5-8),13.4
504,2009,Denmark,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",32.2
505,2009,Denmark,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",67.8
506,2009,Denmark,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),40.9
507,2009,Denmark,Percentage,Tertiary education (levels 5-8),26.9
508,2009,Germany (until 1990 former territory of the FRG),Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",22.0
509,2009,Germany (until 1990 former territory of the FRG),Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",78.0
510,2009,Germany (until 1990 former territory of the FRG),Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),55.8
511,2009,Germany (until 1990 former territory of the FRG),Percentage,Tertiary education (levels 5-8),22.3
512,2009,Estonia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",19.2
513,2009,Estonia,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",80.8
514,2009,Estonia,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),50.6
515,2009,Estonia,Percentage,Tertiary education (levels 5-8),30.2
516,2009,Ireland,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",31.5
517,2009,Ireland,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",68.5
518,2009,Ireland,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),37.1
519,2009,Ireland,Percentage,Tertiary education (levels 5-8),31.4
520,2009,Greece,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",39.6
521,2009,Greece,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",60.4
522,2009,Greece,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),40.5
523,2009,Greece,Percentage,Tertiary education (levels 5-8),19.9
524,2009,Spain,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",49.5
525,2009,Spain,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",50.5
526,2009,Spain,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),23.2
527,2009,Spain,Percentage,Tertiary education (levels 5-8),27.4
528,2009,France,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",32.4
529,2009,France,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",67.6
530,2009,France,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),41.8
531,2009,France,Percentage,Tertiary education (levels 5-8),25.9
532,2009,Croatia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",25.3
533,2009,Croatia,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",74.7
534,2009,Croatia,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),60.2
535,2009,Croatia,Percentage,Tertiary education (levels 5-8),14.5
536,2009,Italy,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",47.1
537,2009,Italy,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",52.9
538,2009,Italy,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),40.1
539,2009,Italy,Percentage,Tertiary education (levels 5-8),12.8
540,2009,Cyprus,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",31.2
541,2009,Cyprus,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",68.8
542,2009,Cyprus,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),38.2
543,2009,Cyprus,Percentage,Tertiary education (levels 5-8),30.5
544,2009,Latvia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",21.5
545,2009,Latvia,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",78.5
546,2009,Latvia,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),57.0
547,2009,Latvia,Percentage,Tertiary education (levels 5-8),21.4
548,2009,Lithuania,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",18.0
549,2009,Lithuania,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",82.0
550,2009,Lithuania,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),56.5
551,2009,Lithuania,Percentage,Tertiary education (levels 5-8),25.5
552,2009,Luxembourg,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",28.5
553,2009,Luxembourg,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",71.5
554,2009,Luxembourg,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),41.3
555,2009,Luxembourg,Percentage,Tertiary education (levels 5-8),30.2
556,2009,Hungary,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",25.0
557,2009,Hungary,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",75.0
558,2009,Hungary,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),58.1
559,2009,Hungary,Percentage,Tertiary education (levels 5-8),16.9
560,2009,Malta,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",62.0
561,2009,Malta,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",38.0
562,2009,Malta,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),25.2
563,2009,Malta,Percentage,Tertiary education (levels 5-8),12.8
564,2009,Netherlands,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",31.2
565,2009,Netherlands,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",68.8
566,2009,Netherlands,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),40.4
567,2009,Netherlands,Percentage,Tertiary education (levels 5-8),28.4
568,2009,Austria,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",23.8
569,2009,Austria,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",76.2
570,2009,Austria,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),60.2
571,2009,Austria,Percentage,Tertiary education (levels 5-8),16.0
572,2009,Poland,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",18.7
573,2009,Poland,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",81.3
574,2009,Poland,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),63.2
575,2009,Poland,Percentage,Tertiary education (levels 5-8),18.1
576,2009,Portugal,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",69.2
577,2009,Portugal,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",30.8
578,2009,Portugal,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),17.7
579,2009,Portugal,Percentage,Tertiary education (levels 5-8),13.1
580,2009,Romania,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",30.2
581,2009,Romania,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",69.8
582,2009,Romania,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),58.6
583,2009,Romania,Percentage,Tertiary education (levels 5-8),11.2
584,2009,Slovenia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",20.8
585,2009,Slovenia,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",79.2
586,2009,Slovenia,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),59.6
587,2009,Slovenia,Percentage,Tertiary education (levels 5-8),19.6
588,2009,Slovakia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",16.5
589,2009,Slovakia,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",83.5
590,2009,Slovakia,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),70.1
591,2009,Slovakia,Percentage,Tertiary education (levels 5-8),13.4
592,2009,Finland,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",24.4
593,2009,Finland,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",75.6
594,2009,Finland,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),44.7
595,2009,Finland,Percentage,Tertiary education (levels 5-8),30.9
596,2009,Sweden,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",25.4
597,2009,Sweden,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",74.6
598,2009,Sweden,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),47.0
599,2009,Sweden,Percentage,Tertiary education (levels 5-8),27.6
600,2009,United Kingdom,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",25.7
601,2009,United Kingdom,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",74.3
602,2009,United Kingdom,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),44.2
603,2009,United Kingdom,Percentage,Tertiary education (levels 5-8),30.0
604,2009,Iceland,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",41.2
605,2009,Iceland,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",58.8
606,2009,Iceland,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),32.3
