"TIME","GEO","UNIT","INDIC_NA","Value","Flag and Footnotes"
"2006","Montenegro","Percentage of EU27 total (based on PPS per inhabitant)","External balance of goods and services",":",""
"2006","Former Yugoslav Republic of Macedonia, the","Million euro","Gross domestic product at market prices","5,230.6",""
"2006","Former Yugoslav Republic of Macedonia, the","Million euro","Gross fixed capital formation","923.1",""
"2006","Former Yugoslav Republic of Macedonia, the","Million euro","External balance of goods and services","-932.8",""
"2006","Former Yugoslav Republic of Macedonia, the","Euro per inhabitant","Gross domestic product at market prices","2,600",""
"2006","Former Yugoslav Republic of Macedonia, the","Euro per inhabitant","Gross fixed capital formation","500",""
"2006","Former Yugoslav Republic of Macedonia, the","Euro per inhabitant","External balance of goods and services","-500",""
"2006","Former Yugoslav Republic of Macedonia, the","Purchasing power standard (PPS) per inhabitant","Gross domestic product at market prices","7,100",""
"2006","Former Yugoslav Republic of Macedonia, the","Purchasing power standard (PPS) per inhabitant","Gross fixed capital formation","1,300",""
"2006","Former Yugoslav Republic of Macedonia, the","Purchasing power standard (PPS) per inhabitant","External balance of goods and services","-1,300",""
"2006","Former Yugoslav Republic of Macedonia, the","Percentage of gross domestic product (GDP)","Gross domestic product at market prices","100.0",""
"2006","Former Yugoslav Republic of Macedonia, the","Percentage of gross domestic product (GDP)","Gross fixed capital formation","17.6",""
"2006","Former Yugoslav Republic of Macedonia, the","Percentage of gross domestic product (GDP)","External balance of goods and services","-17.8",""
"2006","Former Yugoslav Republic of Macedonia, the","Percentage of EU27 total (based on PPS per inhabitant)","Gross domestic product at market prices","30.1",""
"2006","Former Yugoslav Republic of Macedonia, the","Percentage of EU27 total (based on PPS per inhabitant)","Gross fixed capital formation","25.7",""
"2006","Former Yugoslav Republic of Macedonia, the","Percentage of EU27 total (based on PPS per inhabitant)","External balance of goods and services","-1,175.3",""
"2006","Serbia","Million euro","Gross domestic product at market prices","23,327.4",""
"2006","Serbia","Million euro","Gross fixed capital formation","4,907.3",""
"2006","Serbia","Million euro","External balance of goods and services","-4,696.6",""
"2006","Serbia","Euro per inhabitant","Gross domestic product at market prices","3,100",""
"2006","Serbia","Euro per inhabitant","Gross fixed capital formation","700",""
"2006","Serbia","Euro per inhabitant","External balance of goods and services","-600",""
"2006","Serbia","Purchasing power standard (PPS) per inhabitant","Gross domestic product at market prices","7,700",""
"2006","Serbia","Purchasing power standard (PPS) per inhabitant","Gross fixed capital formation","1,600",""
"2006","Serbia","Purchasing power standard (PPS) per inhabitant","External balance of goods and services","-1,500",""
"2006","Serbia","Percentage of gross domestic product (GDP)","Gross domestic product at market prices","100.0",""
"2006","Serbia","Percentage of gross domestic product (GDP)","Gross fixed capital formation","21.0",""
"2006","Serbia","Percentage of gross domestic product (GDP)","External balance of goods and services","-20.1",""
"2006","Serbia","Percentage of EU27 total (based on PPS per inhabitant)","Gross domestic product at market prices","32.4",""
"2006","Serbia","Percentage of EU27 total (based on PPS per inhabitant)","Gross fixed capital formation","33.0",""
"2006","Serbia","Percentage of EU27 total (based on PPS per inhabitant)","External balance of goods and services","-1,426.6",""
"2006","Turkey","Million euro","Gross domestic product at market prices","419,232.1",""
"2006","Turkey","Million euro","Gross fixed capital formation","93,446.5",""
"2006","Turkey","Million euro","External balance of goods and services","-20,589.1",""
"2006","Turkey","Euro per inhabitant","Gross domestic product at market prices","6,000",""
"2006","Turkey","Euro per inhabitant","Gross fixed capital formation","1,300",""
"2006","Turkey","Euro per inhabitant","External balance of goods and services","-300",""
"2006","Turkey","Purchasing power standard (PPS) per inhabitant","Gross domestic product at market prices","10,500",""
"2006","Turkey","Purchasing power standard (PPS) per inhabitant","Gross fixed capital formation","2,300",""
"2006","Turkey","Purchasing power standard (PPS) per inhabitant","External balance of goods and services","-500",""
"2006","Turkey","Percentage of gross domestic product (GDP)","Gross domestic product at market prices","100.0",""
"2006","Turkey","Percentage of gross domestic product (GDP)","Gross fixed capital formation","22.3",""
"2006","Turkey","Percentage of gross domestic product (GDP)","External balance of goods and services","-4.9",""
"2006","Turkey","Percentage of EU27 total (based on PPS per inhabitant)","Gross domestic product at market prices","44.2",""
"2006","Turkey","Percentage of EU27 total (based on PPS per inhabitant)","Gross fixed capital formation","47.7",""
"2006","Turkey","Percentage of EU27 total (based on PPS per inhabitant)","External balance of goods and services","-475.4",""
"2006","Bosnia and Herzegovina","Million euro","Gross domestic product at market prices",":",""
"2006","Bosnia and Herzegovina","Million euro","Gross fixed capital formation",":",""
"2006","Bosnia and Herzegovina","Million euro","External balance of goods and services",":",""
"2006","Bosnia and Herzegovina","Euro per inhabitant","Gross domestic product at market prices",":",""
"2006","Bosnia and Herzegovina","Euro per inhabitant","Gross fixed capital formation",":",""
"2006","Bosnia and Herzegovina","Euro per inhabitant","External balance of goods and services",":",""
"2006","Bosnia and Herzegovina","Purchasing power standard (PPS) per inhabitant","Gross domestic product at market prices",":",""
"2006","Bosnia and Herzegovina","Purchasing power standard (PPS) per inhabitant","Gross fixed capital formation",":",""
"2006","Bosnia and Herzegovina","Purchasing power standard (PPS) per inhabitant","External balance of goods and services",":",""
"2006","Bosnia and Herzegovina","Percentage of gross domestic product (GDP)","Gross domestic product at market prices",":",""
"2006","Bosnia and Herzegovina","Percentage of gross domestic product (GDP)","Gross fixed capital formation",":",""
"2006","Bosnia and Herzegovina","Percentage of gross domestic product (GDP)","External balance of goods and services",":",""
"2006","Bosnia and Herzegovina","Percentage of EU27 total (based on PPS per inhabitant)","Gross domestic product at market prices",":",""
"2006","Bosnia and Herzegovina","Percentage of EU27 total (based on PPS per inhabitant)","Gross fixed capital formation",":",""
"2006","Bosnia and Herzegovina","Percentage of EU27 total (based on PPS per inhabitant)","External balance of goods and services",":",""
"2006","United States","Million euro","Gross domestic product at market prices","11,035,281.9",""
"2006","United States","Million euro","Gross fixed capital formation","2,521,503.7",""
"2006","United States","Million euro","External balance of goods and services","-613,969.4",""
"2006","United States","Euro per inhabitant","Gross domestic product at market prices","36,900",""
"2006","United States","Euro per inhabitant","Gross fixed capital formation","8,400",""
"2006","United States","Euro per inhabitant","External balance of goods and services","-2,100",""
"2006","United States","Purchasing power standard (PPS) per inhabitant","Gross domestic product at market prices","37,700",""
"2006","United States","Purchasing power standard (PPS) per inhabitant","Gross fixed capital formation","8,600",""
"2006","United States","Purchasing power standard (PPS) per inhabitant","External balance of goods and services","-2,100",""
"2006","United States","Percentage of gross domestic product (GDP)","Gross domestic product at market prices","100.0",""
"2006","United States","Percentage of gross domestic product (GDP)","Gross fixed capital formation","22.8",""
"2006","United States","Percentage of gross domestic product (GDP)","External balance of goods and services","-5.6",""
"2006","United States","Percentage of EU27 total (based on PPS per inhabitant)","Gross domestic product at market prices","158.8",""
"2006","United States","Percentage of EU27 total (based on PPS per inhabitant)","Gross fixed capital formation","175.7",""
"2006","United States","Percentage of EU27 total (based on PPS per inhabitant)","External balance of goods and services","-1,934.1",""
"2006","Japan","Million euro","Gross domestic product at market prices","3,469,983.6",""
"2006","Japan","Million euro","Gross fixed capital formation","786,851.1",""
"2006","Japan","Million euro","External balance of goods and services","43,608.4",""
"2006","Japan","Euro per inhabitant","Gross domestic product at market prices","27,200",""
"2006","Japan","Euro per inhabitant","Gross fixed capital formation","6,200",""
"2006","Japan","Euro per inhabitant","External balance of goods and services","300",""
"2006","Japan","Purchasing power standard (PPS) per inhabitant","Gross domestic product at market prices","25,800",""
"2006","Japan","Purchasing power standard (PPS) per inhabitant","Gross fixed capital formation","5,900",""
"2006","Japan","Purchasing power standard (PPS) per inhabitant","External balance of goods and services","300",""
"2006","Japan","Percentage of gross domestic product (GDP)","Gross domestic product at market prices","100.0",""
"2006","Japan","Percentage of gross domestic product (GDP)","Gross fixed capital formation","22.7",""
"2006","Japan","Percentage of gross domestic product (GDP)","External balance of goods and services","1.3",""
"2006","Japan","Percentage of EU27 total (based on PPS per inhabitant)","Gross domestic product at market prices","108.9",""
"2006","Japan","Percentage of EU27 total (based on PPS per inhabitant)","Gross fixed capital formation","119.6",""
"2006","Japan","Percentage of EU27 total (based on PPS per inhabitant)","External balance of goods and services","299.7",""
"2007","European Union (28 countries)","Million euro","Gross domestic product at market prices","12,473,648.9",""
"2007","European Union (28 countries)","Million euro","Gross fixed capital formation","2,655,497.8",""
"2007","European Union (28 countries)","Million euro","External balance of goods and services","68,827.8",""
"2007","European Union (28 countries)","Euro per inhabitant","Gross domestic product at market prices","25,000",""
"2007","European Union (28 countries)","Euro per inhabitant","Gross fixed capital formation","5,300",""
"2007","European Union (28 countries)","Euro per inhabitant","External balance of goods and services","100",""
"2007","European Union (28 countries)","Purchasing power standard (PPS) per inhabitant","Gross domestic product at market prices","25,000",""
"2007","European Union (28 countries)","Purchasing power standard (PPS) per inhabitant","Gross fixed capital formation","5,300",""
"2007","European Union (28 countries)","Purchasing power standard (PPS) per inhabitant","External balance of goods and services","100",""
"2007","European Union (28 countries)","Percentage of gross domestic product (GDP)","Gross domestic product at market prices","100.0",""
"2007","European Union (28 countries)","Percentage of gross domestic product (GDP)","Gross fixed capital formation","21.3",""
"2007","European Union (28 countries)","Percentage of gross domestic product (GDP)","External balance of goods and services","0.6",""
"2007","European Union (28 countries)","Percentage of EU27 total (based on PPS per inhabitant)","Gross domestic product at market prices","100",""
"2007","European Union (28 countries)","Percentage of EU27 total (based on PPS per inhabitant)","Gross fixed capital formation","99.7",""
"2007","European Union (28 countries)","Percentage of EU27 total (based on PPS per inhabitant)","External balance of goods and services","95.0",""
"2007","European Union (27 countries)","Million euro","Gross domestic product at market prices","12,430,268.5",""
"2007","European Union (27 countries)","Million euro","Gross fixed capital formation","2,644,116.2",""
"2007","European Union (27 countries)","Million euro","External balance of goods and services","71,971.3",""
"2007","European Union (27 countries)","Euro per inhabitant","Gross domestic product at market prices","25,100",""
"2007","European Union (27 countries)","Euro per inhabitant","Gross fixed capital formation","5,300",""
"2007","European Union (27 countries)","Euro per inhabitant","External balance of goods and services","100",""
"2007","European Union (27 countries)","Purchasing power standard (PPS) per inhabitant","Gross domestic product at market prices","25,000",""
"2007","European Union (27 countries)","Purchasing power standard (PPS) per inhabitant","Gross fixed capital formation","5,300",""
"2007","European Union (27 countries)","Purchasing power standard (PPS) per inhabitant","External balance of goods and services","100",""
"2007","European Union (27 countries)","Percentage of gross domestic product (GDP)","Gross domestic product at market prices","100.0",""
"2007","European Union (27 countries)","Percentage of gross domestic product (GDP)","Gross fixed capital formation","21.3",""
"2007","European Union (27 countries)","Percentage of gross domestic product (GDP)","External balance of goods and services","0.6",""
"2007","European Union (27 countries)","Percentage of EU27 total (based on PPS per inhabitant)","Gross domestic product at market prices","100.0",""
"2007","European Union (27 countries)","Percentage of EU27 total (based on PPS per inhabitant)","Gross fixed capital formation","100.0",""
"2007","European Union (27 countries)","Percentage of EU27 total (based on PPS per inhabitant)","External balance of goods and services","100.0",""
"2007","European Union (15 countries)","Million euro","Gross domestic product at market prices","11,555,718.5",""
"2007","European Union (15 countries)","Million euro","Gross fixed capital formation","2,423,649.2",""
"2007","European Union (15 countries)","Million euro","External balance of goods and services","111,696.8",""
"2007","European Union (15 countries)","Euro per inhabitant","Gross domestic product at market prices","29,400",""
"2007","European Union (15 countries)","Euro per inhabitant","Gross fixed capital formation","6,200",""
"2007","European Union (15 countries)","Euro per inhabitant","External balance of goods and services","300",""
"2007","European Union (15 countries)","Purchasing power standard (PPS) per inhabitant","Gross domestic product at market prices","27,900",""
"2007","European Union (15 countries)","Purchasing power standard (PPS) per inhabitant","Gross fixed capital formation","5,800",""
"2007","European Union (15 countries)","Purchasing power standard (PPS) per inhabitant","External balance of goods and services","300",""
"2007","European Union (15 countries)","Percentage of gross domestic product (GDP)","Gross domestic product at market prices","100.0",""
"2007","European Union (15 countries)","Percentage of gross domestic product (GDP)","Gross fixed capital formation","21.0",""
"2007","European Union (15 countries)","Percentage of gross domestic product (GDP)","External balance of goods and services","1.0",""
"2007","European Union (15 countries)","Percentage of EU27 total (based on PPS per inhabitant)","Gross domestic product at market prices","111.3",""
"2007","European Union (15 countries)","Percentage of EU27 total (based on PPS per inhabitant)","Gross fixed capital formation","109.7",""
"2007","European Union (15 countries)","Percentage of EU27 total (based on PPS per inhabitant)","External balance of goods and services","185.8",""
"2007","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Million euro","Gross domestic product at market prices","8,938,314.2",""
"2007","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Million euro","Gross fixed capital formation","1,946,466.5",""
"2007","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Million euro","External balance of goods and services","134,366.9",""
"2007","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Euro per inhabitant","Gross domestic product at market prices","28,000",""
"2007","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Euro per inhabitant","Gross fixed capital formation","6,100",""
"2007","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Euro per inhabitant","External balance of goods and services","400",""
"2007","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Purchasing power standard (PPS) per inhabitant","Gross domestic product at market prices","27,400",""
"2007","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Purchasing power standard (PPS) per inhabitant","Gross fixed capital formation","6,000",""
"2007","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Purchasing power standard (PPS) per inhabitant","External balance of goods and services","400",""
"2007","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of gross domestic product (GDP)","Gross domestic product at market prices","100.0",""
"2007","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of gross domestic product (GDP)","Gross fixed capital formation","21.8",""
"2007","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of gross domestic product (GDP)","External balance of goods and services","1.5",""
"2007","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of EU27 total (based on PPS per inhabitant)","Gross domestic product at market prices","109.4",""
"2007","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of EU27 total (based on PPS per inhabitant)","Gross fixed capital formation","112.0",""
"2007","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of EU27 total (based on PPS per inhabitant)","External balance of goods and services","284.1",""
"2007","Euro area (18 countries)","Million euro","Gross domestic product at market prices","9,051,697.9",""
"2007","Euro area (18 countries)","Million euro","Gross fixed capital formation","1,978,386.4",""
"2007","Euro area (18 countries)","Million euro","External balance of goods and services","126,986.4",""
"2007","Euro area (18 countries)","Euro per inhabitant","Gross domestic product at market prices","27,500",""
"2007","Euro area (18 countries)","Euro per inhabitant","Gross fixed capital formation","6,000",""
"2007","Euro area (18 countries)","Euro per inhabitant","External balance of goods and services","400",""
"2007","Euro area (18 countries)","Purchasing power standard (PPS) per inhabitant","Gross domestic product at market prices","27,100",""
"2007","Euro area (18 countries)","Purchasing power standard (PPS) per inhabitant","Gross fixed capital formation","5,900",""
"2007","Euro area (18 countries)","Purchasing power standard (PPS) per inhabitant","External balance of goods and services","400",""
"2007","Euro area (18 countries)","Percentage of gross domestic product (GDP)","Gross domestic product at market prices","100.0",""
"2007","Euro area (18 countries)","Percentage of gross domestic product (GDP)","Gross fixed capital formation","21.9",""
"2007","Euro area (18 countries)","Percentage of gross domestic product (GDP)","External balance of goods and services","1.4",""
"2007","Euro area (18 countries)","Percentage of EU27 total (based on PPS per inhabitant)","Gross domestic product at market prices","108.1",""
"2007","Euro area (18 countries)","Percentage of EU27 total (based on PPS per inhabitant)","Gross fixed capital formation","111.1",""
"2007","Euro area (18 countries)","Percentage of EU27 total (based on PPS per inhabitant)","External balance of goods and services","262.0",""
"2007","Euro area (17 countries)","Million euro","Gross domestic product at market prices","9,030,671.4",""
"2007","Euro area (17 countries)","Million euro","Gross fixed capital formation","1,971,225.6",""
"2007","Euro area (17 countries)","Million euro","External balance of goods and services","131,215.9",""
"2007","Euro area (17 countries)","Euro per inhabitant","Gross domestic product at market prices","27,600",""
"2007","Euro area (17 countries)","Euro per inhabitant","Gross fixed capital formation","6,000",""
"2007","Euro area (17 countries)","Euro per inhabitant","External balance of goods and services","400",""
"2007","Euro area (17 countries)","Purchasing power standard (PPS) per inhabitant","Gross domestic product at market prices","27,200",""
"2007","Euro area (17 countries)","Purchasing power standard (PPS) per inhabitant","Gross fixed capital formation","5,900",""
"2007","Euro area (17 countries)","Purchasing power standard (PPS) per inhabitant","External balance of goods and services","400",""
"2007","Euro area (17 countries)","Percentage of gross domestic product (GDP)","Gross domestic product at market prices","100.0",""
"2007","Euro area (17 countries)","Percentage of gross domestic product (GDP)","Gross fixed capital formation","21.8",""
"2007","Euro area (17 countries)","Percentage of gross domestic product (GDP)","External balance of goods and services","1.5",""
"2007","Euro area (17 countries)","Percentage of EU27 total (based on PPS per inhabitant)","Gross domestic product at market prices","108.5",""
"2007","Euro area (17 countries)","Percentage of EU27 total (based on PPS per inhabitant)","Gross fixed capital formation","111.3",""
"2007","Euro area (17 countries)","Percentage of EU27 total (based on PPS per inhabitant)","External balance of goods and services","272.3",""
"2007","Euro area (16 countries)","Million euro","Gross domestic product at market prices",":",""
"2007","Euro area (16 countries)","Million euro","Gross fixed capital formation",":",""
"2007","Euro area (16 countries)","Million euro","External balance of goods and services",":",""
"2007","Euro area (16 countries)","Euro per inhabitant","Gross domestic product at market prices",":",""
"2007","Euro area (16 countries)","Euro per inhabitant","Gross fixed capital formation",":",""
"2007","Euro area (16 countries)","Euro per inhabitant","External balance of goods and services",":",""
"2007","Euro area (16 countries)","Purchasing power standard (PPS) per inhabitant","Gross domestic product at market prices",":",""
"2007","Euro area (16 countries)","Purchasing power standard (PPS) per inhabitant","Gross fixed capital formation",":",""
"2007","Euro area (16 countries)","Purchasing power standard (PPS) per inhabitant","External balance of goods and services",":",""
"2007","Euro area (16 countries)","Percentage of gross domestic product (GDP)","Gross domestic product at market prices",":",""
"2007","Euro area (16 countries)","Percentage of gross domestic product (GDP)","Gross fixed capital formation",":",""
"2007","Euro area (16 countries)","Percentage of gross domestic product (GDP)","External balance of goods and services",":",""
"2007","Euro area (16 countries)","Percentage of EU27 total (based on PPS per inhabitant)","Gross domestic product at market prices",":",""
"2007","Euro area (16 countries)","Percentage of EU27 total (based on PPS per inhabitant)","Gross fixed capital formation",":",""
"2007","Euro area (16 countries)","Percentage of EU27 total (based on PPS per inhabitant)","External balance of goods and services",":",""
"2007","Euro area (15 countries)","Million euro","Gross domestic product at market prices",":",""
"2007","Euro area (15 countries)","Million euro","Gross fixed capital formation",":",""
"2007","Euro area (15 countries)","Million euro","External balance of goods and services",":",""
"2007","Euro area (15 countries)","Euro per inhabitant","Gross domestic product at market prices",":",""
"2007","Euro area (15 countries)","Euro per inhabitant","Gross fixed capital formation",":",""
"2007","Euro area (15 countries)","Euro per inhabitant","External balance of goods and services",":",""
"2007","Euro area (15 countries)","Purchasing power standard (PPS) per inhabitant","Gross domestic product at market prices",":",""
"2007","Euro area (15 countries)","Purchasing power standard (PPS) per inhabitant","Gross fixed capital formation",":",""
"2007","Euro area (15 countries)","Purchasing power standard (PPS) per inhabitant","External balance of goods and services",":",""
"2007","Euro area (15 countries)","Percentage of gross domestic product (GDP)","Gross domestic product at market prices",":",""
"2007","Euro area (15 countries)","Percentage of gross domestic product (GDP)","Gross fixed capital formation",":",""
"2007","Euro area (15 countries)","Percentage of gross domestic product (GDP)","External balance of goods and services",":",""
"2007","Euro area (15 countries)","Percentage of EU27 total (based on PPS per inhabitant)","Gross domestic product at market prices",":",""
"2007","Euro area (15 countries)","Percentage of EU27 total (based on PPS per inhabitant)","Gross fixed capital formation",":",""
"2007","Euro area (15 countries)","Percentage of EU27 total (based on PPS per inhabitant)","External balance of goods and services",":",""
"2007","Euro area (13 countries)","Million euro","Gross domestic product at market prices",":",""
"2007","Euro area (13 countries)","Million euro","Gross fixed capital formation",":",""
"2007","Euro area (13 countries)","Million euro","External balance of goods and services",":",""
"2007","Euro area (13 countries)","Euro per inhabitant","Gross domestic product at market prices",":",""
"2007","Euro area (13 countries)","Euro per inhabitant","Gross fixed capital formation",":",""
"2007","Euro area (13 countries)","Euro per inhabitant","External balance of goods and services",":",""
"2007","Euro area (13 countries)","Purchasing power standard (PPS) per inhabitant","Gross domestic product at market prices",":",""
"2007","Euro area (13 countries)","Purchasing power standard (PPS) per inhabitant","Gross fixed capital formation",":",""
"2007","Euro area (13 countries)","Purchasing power standard (PPS) per inhabitant","External balance of goods and services",":",""
"2007","Euro area (13 countries)","Percentage of gross domestic product (GDP)","Gross domestic product at market prices",":",""
"2007","Euro area (13 countries)","Percentage of gross domestic product (GDP)","Gross fixed capital formation",":",""
"2007","Euro area (13 countries)","Percentage of gross domestic product (GDP)","External balance of goods and services",":",""
"2007","Euro area (13 countries)","Percentage of EU27 total (based on PPS per inhabitant)","Gross domestic product at market prices",":",""
"2007","Euro area (13 countries)","Percentage of EU27 total (based on PPS per inhabitant)","Gross fixed capital formation",":",""
"2007","Euro area (13 countries)","Percentage of EU27 total (based on PPS per inhabitant)","External balance of goods and services",":",""
"2007","Euro area (12 countries)","Million euro","Gross domestic product at market prices","8,903,720.6",""
"2007","Euro area (12 countries)","Million euro","Gross fixed capital formation","1,936,863.0",""
"2007","Euro area (12 countries)","Million euro","External balance of goods and services","134,962.1",""
"2007","Euro area (12 countries)","Euro per inhabitant","Gross domestic product at market prices","28,000",""
"2007","Euro area (12 countries)","Euro per inhabitant","Gross fixed capital formation","6,100",""
"2007","Euro area (12 countries)","Euro per inhabitant","External balance of goods and services","400",""
"2007","Euro area (12 countries)","Purchasing power standard (PPS) per inhabitant","Gross domestic product at market prices","27,400",""
"2007","Euro area (12 countries)","Purchasing power standard (PPS) per inhabitant","Gross fixed capital formation","6,000",""
"2007","Euro area (12 countries)","Purchasing power standard (PPS) per inhabitant","External balance of goods and services","400",""
"2007","Euro area (12 countries)","Percentage of gross domestic product (GDP)","Gross domestic product at market prices","100.0",""
"2007","Euro area (12 countries)","Percentage of gross domestic product (GDP)","Gross fixed capital formation","21.8",""
"2007","Euro area (12 countries)","Percentage of gross domestic product (GDP)","External balance of goods and services","1.5",""
"2007","Euro area (12 countries)","Percentage of EU27 total (based on PPS per inhabitant)","Gross domestic product at market prices","109.6",""
"2007","Euro area (12 countries)","Percentage of EU27 total (based on PPS per inhabitant)","Gross fixed capital formation","112.0",""
"2007","Euro area (12 countries)","Percentage of EU27 total (based on PPS per inhabitant)","External balance of goods and services","286.8",""
"2007","Belgium","Million euro","Gross domestic product at market prices","335,815.0",""
"2007","Belgium","Million euro","Gross fixed capital formation","72,881.0",""
"2007","Belgium","Million euro","External balance of goods and services","12,905.0",""
"2007","Belgium","Euro per inhabitant","Gross domestic product at market prices","31,600",""
"2007","Belgium","Euro per inhabitant","Gross fixed capital formation","6,900",""
"2007","Belgium","Euro per inhabitant","External balance of goods and services","1,200",""
"2007","Belgium","Purchasing power standard (PPS) per inhabitant","Gross domestic product at market prices","28,900",""
"2007","Belgium","Purchasing power standard (PPS) per inhabitant","Gross fixed capital formation","6,300",""
"2007","Belgium","Purchasing power standard (PPS) per inhabitant","External balance of goods and services","1,100",""
"2007","Belgium","Percentage of gross domestic product (GDP)","Gross domestic product at market prices","100.0",""
"2007","Belgium","Percentage of gross domestic product (GDP)","Gross fixed capital formation","21.7",""
"2007","Belgium","Percentage of gross domestic product (GDP)","External balance of goods and services","3.8",""
"2007","Belgium","Percentage of EU27 total (based on PPS per inhabitant)","Gross domestic product at market prices","115.4",""
"2007","Belgium","Percentage of EU27 total (based on PPS per inhabitant)","Gross fixed capital formation","117.8",""
"2007","Belgium","Percentage of EU27 total (based on PPS per inhabitant)","External balance of goods and services","766.2",""
"2007","Bulgaria","Million euro","Gross domestic product at market prices","30,772.4",""
"2007","Bulgaria","Million euro","Gross fixed capital formation","8,827.0",""
"2007","Bulgaria","Million euro","External balance of goods and services","-6,067.3",""
"2007","Bulgaria","Euro per inhabitant","Gross domestic product at market prices","4,000",""
"2007","Bulgaria","Euro per inhabitant","Gross fixed capital formation","1,200",""
"2007","Bulgaria","Euro per inhabitant","External balance of goods and services","-800",""
"2007","Bulgaria","Purchasing power standard (PPS) per inhabitant","Gross domestic product at market prices","10,000",""
"2007","Bulgaria","Purchasing power standard (PPS) per inhabitant","Gross fixed capital formation","2,900",""
"2007","Bulgaria","Purchasing power standard (PPS) per inhabitant","External balance of goods and services","-2,000",""
"2007","Bulgaria","Percentage of gross domestic product (GDP)","Gross domestic product at market prices","100.0",""
"2007","Bulgaria","Percentage of gross domestic product (GDP)","Gross fixed capital formation","28.7",""
"2007","Bulgaria","Percentage of gross domestic product (GDP)","External balance of goods and services","-19.7",""
"2007","Bulgaria","Percentage of EU27 total (based on PPS per inhabitant)","Gross domestic product at market prices","40.0",""
"2007","Bulgaria","Percentage of EU27 total (based on PPS per inhabitant)","Gross fixed capital formation","53.9",""
"2007","Bulgaria","Percentage of EU27 total (based on PPS per inhabitant)","External balance of goods and services","-1,361.2",""
"2007","Czech Republic","Million euro","Gross domestic product at market prices","131,908.6",""
"2007","Czech Republic","Million euro","Gross fixed capital formation","35,641.0",""
"2007","Czech Republic","Million euro","External balance of goods and services","3,509.5",""
"2007","Czech Republic","Euro per inhabitant","Gross domestic product at market prices","12,800",""
"2007","Czech Republic","Euro per inhabitant","Gross fixed capital formation","3,500",""
"2007","Czech Republic","Euro per inhabitant","External balance of goods and services","300",""
"2007","Czech Republic","Purchasing power standard (PPS) per inhabitant","Gross domestic product at market prices","20,600",""
"2007","Czech Republic","Purchasing power standard (PPS) per inhabitant","Gross fixed capital formation","5,600",""
"2007","Czech Republic","Purchasing power standard (PPS) per inhabitant","External balance of goods and services","500",""
"2007","Czech Republic","Percentage of gross domestic product (GDP)","Gross domestic product at market prices","100.0",""
"2007","Czech Republic","Percentage of gross domestic product (GDP)","Gross fixed capital formation","27.0",""
"2007","Czech Republic","Percentage of gross domestic product (GDP)","External balance of goods and services","2.7",""
"2007","Czech Republic","Percentage of EU27 total (based on PPS per inhabitant)","Gross domestic product at market prices","82.4",""
"2007","Czech Republic","Percentage of EU27 total (based on PPS per inhabitant)","Gross fixed capital formation","104.7",""
"2007","Czech Republic","Percentage of EU27 total (based on PPS per inhabitant)","External balance of goods and services","378.6",""
"2007","Denmark","Million euro","Gross domestic product at market prices","227,533.9",""
"2007","Denmark","Million euro","Gross fixed capital formation","49,485.7",""
"2007","Denmark","Million euro","External balance of goods and services","5,197.3",""
"2007","Denmark","Euro per inhabitant","Gross domestic product at market prices","41,700",""
"2007","Denmark","Euro per inhabitant","Gross fixed capital formation","9,100",""
"2007","Denmark","Euro per inhabitant","External balance of goods and services","1,000",""
"2007","Denmark","Purchasing power standard (PPS) per inhabitant","Gross domestic product at market prices","30,600",""
"2007","Denmark","Purchasing power standard (PPS) per inhabitant","Gross fixed capital formation","6,600",""
"2007","Denmark","Purchasing power standard (PPS) per inhabitant","External balance of goods and services","700",""
