TIME,GEO,SEX,AGE,UNIT,ISCED11,Value,Flag and Footnotes
2008,Lithuania,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",81.5,
2008,Lithuania,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),56.1,
2008,Lithuania,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),25.3,
2008,Luxembourg,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",36.8,
2008,Luxembourg,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",63.2,
2008,Luxembourg,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),39.5,
2008,Luxembourg,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),23.7,
2008,Hungary,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",25.8,
2008,Hungary,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",74.2,
2008,Hungary,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),57.8,
2008,Hungary,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),16.4,
2008,Malta,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",65.1,
2008,Malta,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",34.9,
2008,Malta,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),22.8,
2008,Malta,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),12.1,
2008,Netherlands,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",31.3,
2008,Netherlands,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",68.7,
2008,Netherlands,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),40.8,
2008,Netherlands,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),27.8,
2008,Austria,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",24.6,
2008,Austria,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",75.4,
2008,Austria,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),60.4,
2008,Austria,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),15.0,
2008,Poland,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",19.6,
2008,Poland,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",80.4,
2008,Poland,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),63.8,
2008,Poland,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),16.5,
2008,Portugal,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",70.8,
2008,Portugal,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",29.2,
2008,Portugal,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),16.6,
2008,Portugal,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),12.6,
2008,Romania,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",30.2,
2008,Romania,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",69.8,
2008,Romania,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),59.2,
2008,Romania,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),10.7,
2008,Slovenia,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",21.9,
2008,Slovenia,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",78.1,
2008,Slovenia,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),59.2,
2008,Slovenia,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),19.0,
2008,Slovakia,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",17.6,
2008,Slovakia,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",82.4,
2008,Slovakia,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),70.1,
2008,Slovakia,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),12.3,
2008,Finland,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",25.1,
2008,Finland,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",74.9,
2008,Finland,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),44.6,
2008,Finland,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),30.2,
2008,Sweden,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",26.2,
2008,Sweden,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",73.8,
2008,Sweden,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),47.0,
2008,Sweden,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),26.9,
2008,United Kingdom,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",26.9,b
2008,United Kingdom,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",73.1,b
2008,United Kingdom,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),44.4,b
2008,United Kingdom,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),28.7,b
2008,Iceland,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",42.5,
2008,Iceland,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",57.5,
2008,Iceland,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),32.0,
2008,Iceland,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),25.5,
2008,Norway,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",27.2,
2008,Norway,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",72.8,
2008,Norway,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),42.6,
2008,Norway,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),30.2,
2008,Switzerland,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",20.4,
2008,Switzerland,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",79.6,
2008,Switzerland,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),51.1,
2008,Switzerland,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),28.5,
2008,"Former Yugoslav Republic of Macedonia, the",Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",42.5,
2008,"Former Yugoslav Republic of Macedonia, the",Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",57.5,
2008,"Former Yugoslav Republic of Macedonia, the",Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),46.4,
2008,"Former Yugoslav Republic of Macedonia, the",Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),11.0,
2008,Turkey,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",70.6,
2008,Turkey,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",29.4,
2008,Turkey,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),19.9,
2008,Turkey,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),9.5,
2009,European Union (28 countries),Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",31.5,
2009,European Union (28 countries),Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",68.5,
2009,European Union (28 countries),Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),46.5,
2009,European Union (28 countries),Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),22.0,
2009,European Union (27 countries),Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",31.6,
2009,European Union (27 countries),Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",68.4,
2009,European Union (27 countries),Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),46.4,
2009,European Union (27 countries),Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),22.1,
2009,European Union (15 countries),Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",34.2,
2009,European Union (15 countries),Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",65.8,
2009,European Union (15 countries),Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),42.2,
2009,European Union (15 countries),Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),23.6,
2009,Euro area (19 countries),Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",35.3,
2009,Euro area (19 countries),Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",64.7,
2009,Euro area (19 countries),Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),42.6,
2009,Euro area (19 countries),Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),22.1,
2009,Euro area (18 countries),Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",35.5,
2009,Euro area (18 countries),Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",64.5,
2009,Euro area (18 countries),Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),42.4,
2009,Euro area (18 countries),Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),22.1,
2009,Euro area (17 countries),Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",35.6,
2009,Euro area (17 countries),Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",64.4,
2009,Euro area (17 countries),Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),42.3,
2009,Euro area (17 countries),Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),22.1,
2009,Belgium,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",32.4,
2009,Belgium,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",67.6,
2009,Belgium,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),38.1,
2009,Belgium,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),29.4,
2009,Bulgaria,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",27.6,
2009,Bulgaria,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",72.4,
2009,Bulgaria,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),53.2,
2009,Bulgaria,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),19.2,
2009,Czech Republic,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",15.2,
2009,Czech Republic,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",84.8,
2009,Czech Republic,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),71.4,
2009,Czech Republic,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),13.4,
2009,Denmark,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",32.2,
2009,Denmark,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",67.8,
2009,Denmark,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),40.9,
2009,Denmark,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),26.9,
2009,Germany (until 1990 former territory of the FRG),Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",22.0,
2009,Germany (until 1990 former territory of the FRG),Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",78.0,
2009,Germany (until 1990 former territory of the FRG),Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),55.8,
2009,Germany (until 1990 former territory of the FRG),Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),22.3,
2009,Estonia,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",19.2,
2009,Estonia,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",80.8,
2009,Estonia,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),50.6,
2009,Estonia,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),30.2,
2009,Ireland,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",31.5,b
2009,Ireland,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",68.5,b
2009,Ireland,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),37.1,b
2009,Ireland,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),31.4,b
2009,Greece,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",39.6,b
2009,Greece,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",60.4,b
2009,Greece,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),40.5,b
2009,Greece,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),19.9,b
2009,Spain,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",49.5,
2009,Spain,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",50.5,
2009,Spain,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),23.2,
2009,Spain,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),27.4,
2009,France,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",32.4,
2009,France,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",67.6,
2009,France,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),41.8,
2009,France,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),25.9,
2009,Croatia,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",25.3,
2009,Croatia,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",74.7,
2009,Croatia,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),60.2,
2009,Croatia,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),14.5,
2009,Italy,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",47.1,
2009,Italy,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",52.9,
2009,Italy,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),40.1,
2009,Italy,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),12.8,
2009,Cyprus,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",31.2,b
2009,Cyprus,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",68.8,b
2009,Cyprus,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),38.2,b
2009,Cyprus,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),30.5,b
2009,Latvia,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",21.5,
2009,Latvia,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",78.5,
2009,Latvia,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),57.0,
2009,Latvia,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),21.4,
2009,Lithuania,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",18.0,
2009,Lithuania,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",82.0,
2009,Lithuania,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),56.5,
2009,Lithuania,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),25.5,
2009,Luxembourg,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",28.5,b
2009,Luxembourg,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",71.5,b
2009,Luxembourg,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),41.3,b
2009,Luxembourg,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),30.2,b
2009,Hungary,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",25.0,
2009,Hungary,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",75.0,
2009,Hungary,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),58.1,
2009,Hungary,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),16.9,
2009,Malta,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",62.0,
2009,Malta,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",38.0,
2009,Malta,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),25.2,
2009,Malta,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),12.8,
2009,Netherlands,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",31.2,
2009,Netherlands,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",68.8,
2009,Netherlands,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),40.4,
2009,Netherlands,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),28.4,
2009,Austria,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",23.8,
2009,Austria,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",76.2,
2009,Austria,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),60.2,
2009,Austria,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),16.0,
2009,Poland,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",18.7,
2009,Poland,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",81.3,
2009,Poland,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),63.2,
2009,Poland,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),18.1,
2009,Portugal,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",69.2,
2009,Portugal,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",30.8,
2009,Portugal,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),17.7,
2009,Portugal,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),13.1,
2009,Romania,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",30.2,
2009,Romania,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",69.8,
2009,Romania,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),58.6,
2009,Romania,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),11.2,
2009,Slovenia,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",20.8,
2009,Slovenia,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",79.2,
2009,Slovenia,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),59.6,
2009,Slovenia,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),19.6,
2009,Slovakia,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",16.5,
2009,Slovakia,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",83.5,
2009,Slovakia,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),70.1,
2009,Slovakia,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),13.4,
2009,Finland,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",24.4,
2009,Finland,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",75.6,
2009,Finland,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),44.7,
2009,Finland,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),30.9,
2009,Sweden,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",25.4,
2009,Sweden,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",74.6,
2009,Sweden,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),47.0,
2009,Sweden,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),27.6,
2009,United Kingdom,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",25.7,
2009,United Kingdom,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",74.3,
2009,United Kingdom,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),44.2,
2009,United Kingdom,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),30.0,
2009,Iceland,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",41.2,
2009,Iceland,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",58.8,
2009,Iceland,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),32.3,
2009,Iceland,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),26.5,
2009,Norway,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",26.1,
2009,Norway,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",73.9,
2009,Norway,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),43.2,
2009,Norway,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),30.7,
2009,Switzerland,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",20.5,
2009,Switzerland,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",79.5,
2009,Switzerland,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),49.9,
2009,Switzerland,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),29.6,
2009,"Former Yugoslav Republic of Macedonia, the",Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",40.5,
2009,"Former Yugoslav Republic of Macedonia, the",Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",59.5,
2009,"Former Yugoslav Republic of Macedonia, the",Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),47.0,
2009,"Former Yugoslav Republic of Macedonia, the",Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),12.5,
2009,Turkey,Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",70.8,
2009,Turkey,Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",29.2,
2009,Turkey,Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),19.2,
2009,Turkey,Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),10.0,
2010,European Union (28 countries),Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",30.8,
2010,European Union (28 countries),Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",69.2,
2010,European Union (28 countries),Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),46.5,
2010,European Union (28 countries),Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),22.8,
2010,European Union (27 countries),Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",30.8,
2010,European Union (27 countries),Total,From 15 to 64 years,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",69.2,
2010,European Union (27 countries),Total,From 15 to 64 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),46.4,
2010,European Union (27 countries),Total,From 15 to 64 years,Percentage,Tertiary education (levels 5-8),22.8,
2010,European Union (15 countries),Total,From 15 to 64 years,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",33.3,
