TIME,GEO,UNIT,INDIC_NA,Value,Flag and Footnotes
2006,United States,Percentage of gross domestic product (GDP),External balance of goods and services,5.6,
2006,United States,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,158.8,
2006,United States,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,175.7,
2006,United States,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,1934.1,
2006,Japan,Million euro,Gross domestic product at market prices,3469983.6,
2006,Japan,Million euro,Gross fixed capital formation,786851.1,
2006,Japan,Million euro,External balance of goods and services,43608.4,
2006,Japan,Euro per inhabitant,Gross domestic product at market prices,27200,
2006,Japan,Euro per inhabitant,Gross fixed capital formation,6200,
2006,Japan,Euro per inhabitant,External balance of goods and services,300,
2006,Japan,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,25800,
2006,Japan,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,5900,
2006,Japan,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,300,
2006,Japan,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0,
2006,Japan,Percentage of gross domestic product (GDP),Gross fixed capital formation,22.7,
2006,Japan,Percentage of gross domestic product (GDP),External balance of goods and services,1.3,
2006,Japan,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,108.9,
2006,Japan,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,119.6,
2006,Japan,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,299.7,
2007,European Union (28 countries),Million euro,Gross domestic product at market prices,12473648.9,
2007,European Union (28 countries),Million euro,Gross fixed capital formation,2655497.8,
2007,European Union (28 countries),Million euro,External balance of goods and services,68827.8,
2007,European Union (28 countries),Euro per inhabitant,Gross domestic product at market prices,25000,
2007,European Union (28 countries),Euro per inhabitant,Gross fixed capital formation,5300,
2007,European Union (28 countries),Euro per inhabitant,External balance of goods and services,100,
2007,European Union (28 countries),Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,25000,
2007,European Union (28 countries),Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,5300,
2007,European Union (28 countries),Purchasing power standard (PPS) per inhabitant,External balance of goods and services,100,
2007,European Union (28 countries),Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0,
2007,European Union (28 countries),Percentage of gross domestic product (GDP),Gross fixed capital formation,21.3,
2007,European Union (28 countries),Percentage of gross domestic product (GDP),External balance of goods and services,0.6,
2007,European Union (28 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,100,
2007,European Union (28 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,99.7,
2007,European Union (28 countries),Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,95.0,
2007,European Union (27 countries),Million euro,Gross domestic product at market prices,12430268.5,
2007,European Union (27 countries),Million euro,Gross fixed capital formation,2644116.2,
2007,European Union (27 countries),Million euro,External balance of goods and services,71971.3,
2007,European Union (27 countries),Euro per inhabitant,Gross domestic product at market prices,25100,
2007,European Union (27 countries),Euro per inhabitant,Gross fixed capital formation,5300,
2007,European Union (27 countries),Euro per inhabitant,External balance of goods and services,100,
2007,European Union (27 countries),Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,25000,
2007,European Union (27 countries),Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,5300,
2007,European Union (27 countries),Purchasing power standard (PPS) per inhabitant,External balance of goods and services,100,
2007,European Union (27 countries),Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0,
2007,European Union (27 countries),Percentage of gross domestic product (GDP),Gross fixed capital formation,21.3,
2007,European Union (27 countries),Percentage of gross domestic product (GDP),External balance of goods and services,0.6,
2007,European Union (27 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,100.0,
2007,European Union (27 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,100.0,
2007,European Union (27 countries),Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,100.0,
2007,European Union (15 countries),Million euro,Gross domestic product at market prices,11555718.5,
2007,European Union (15 countries),Million euro,Gross fixed capital formation,2423649.2,
2007,European Union (15 countries),Million euro,External balance of goods and services,111696.8,
2007,European Union (15 countries),Euro per inhabitant,Gross domestic product at market prices,29400,
2007,European Union (15 countries),Euro per inhabitant,Gross fixed capital formation,6200,
2007,European Union (15 countries),Euro per inhabitant,External balance of goods and services,300,
2007,European Union (15 countries),Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,27900,
2007,European Union (15 countries),Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,5800,
2007,European Union (15 countries),Purchasing power standard (PPS) per inhabitant,External balance of goods and services,300,
2007,European Union (15 countries),Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0,
2007,European Union (15 countries),Percentage of gross domestic product (GDP),Gross fixed capital formation,21.0,
2007,European Union (15 countries),Percentage of gross domestic product (GDP),External balance of goods and services,1.0,
2007,European Union (15 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,111.3,
2007,European Union (15 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,109.7,
2007,European Union (15 countries),Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,185.8,
2007,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Million euro,Gross domestic product at market prices,8938314.2,
2007,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Million euro,Gross fixed capital formation,1946466.5,
2007,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Million euro,External balance of goods and services,134366.9,
2007,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Euro per inhabitant,Gross domestic product at market prices,28000,
2007,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Euro per inhabitant,Gross fixed capital formation,6100,
2007,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Euro per inhabitant,External balance of goods and services,400,
2007,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,27400,
2007,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,6000,
2007,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Purchasing power standard (PPS) per inhabitant,External balance of goods and services,400,
2007,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0,
2007,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Percentage of gross domestic product (GDP),Gross fixed capital formation,21.8,
2007,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Percentage of gross domestic product (GDP),External balance of goods and services,1.5,
2007,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,109.4,
2007,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,112.0,
2007,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)",Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,284.1,
2007,Euro area (18 countries),Million euro,Gross domestic product at market prices,9051697.9,
2007,Euro area (18 countries),Million euro,Gross fixed capital formation,1978386.4,
2007,Euro area (18 countries),Million euro,External balance of goods and services,126986.4,
2007,Euro area (18 countries),Euro per inhabitant,Gross domestic product at market prices,27500,
2007,Euro area (18 countries),Euro per inhabitant,Gross fixed capital formation,6000,
2007,Euro area (18 countries),Euro per inhabitant,External balance of goods and services,400,
2007,Euro area (18 countries),Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,27100,
2007,Euro area (18 countries),Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,5900,
2007,Euro area (18 countries),Purchasing power standard (PPS) per inhabitant,External balance of goods and services,400,
2007,Euro area (18 countries),Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0,
2007,Euro area (18 countries),Percentage of gross domestic product (GDP),Gross fixed capital formation,21.9,
2007,Euro area (18 countries),Percentage of gross domestic product (GDP),External balance of goods and services,1.4,
2007,Euro area (18 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,108.1,
2007,Euro area (18 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,111.1,
2007,Euro area (18 countries),Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,262.0,
2007,Euro area (17 countries),Million euro,Gross domestic product at market prices,9030671.4,
2007,Euro area (17 countries),Million euro,Gross fixed capital formation,1971225.6,
2007,Euro area (17 countries),Million euro,External balance of goods and services,131215.9,
2007,Euro area (17 countries),Euro per inhabitant,Gross domestic product at market prices,27600,
2007,Euro area (17 countries),Euro per inhabitant,Gross fixed capital formation,6000,
2007,Euro area (17 countries),Euro per inhabitant,External balance of goods and services,400,
2007,Euro area (17 countries),Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,27200,
2007,Euro area (17 countries),Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,5900,
2007,Euro area (17 countries),Purchasing power standard (PPS) per inhabitant,External balance of goods and services,400,
2007,Euro area (17 countries),Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0,
2007,Euro area (17 countries),Percentage of gross domestic product (GDP),Gross fixed capital formation,21.8,
2007,Euro area (17 countries),Percentage of gross domestic product (GDP),External balance of goods and services,1.5,
2007,Euro area (17 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,108.5,
2007,Euro area (17 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,111.3,
2007,Euro area (17 countries),Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,272.3,
2007,Euro area (16 countries),Million euro,Gross domestic product at market prices,,
2007,Euro area (16 countries),Million euro,Gross fixed capital formation,,
2007,Euro area (16 countries),Million euro,External balance of goods and services,,
2007,Euro area (16 countries),Euro per inhabitant,Gross domestic product at market prices,,
2007,Euro area (16 countries),Euro per inhabitant,Gross fixed capital formation,,
2007,Euro area (16 countries),Euro per inhabitant,External balance of goods and services,,
2007,Euro area (16 countries),Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,,
2007,Euro area (16 countries),Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,,
2007,Euro area (16 countries),Purchasing power standard (PPS) per inhabitant,External balance of goods and services,,
2007,Euro area (16 countries),Percentage of gross domestic product (GDP),Gross domestic product at market prices,,
2007,Euro area (16 countries),Percentage of gross domestic product (GDP),Gross fixed capital formation,,
2007,Euro area (16 countries),Percentage of gross domestic product (GDP),External balance of goods and services,,
2007,Euro area (16 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,,
2007,Euro area (16 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,,
2007,Euro area (16 countries),Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,,
2007,Euro area (15 countries),Million euro,Gross domestic product at market prices,,
2007,Euro area (15 countries),Million euro,Gross fixed capital formation,,
2007,Euro area (15 countries),Million euro,External balance of goods and services,,
2007,Euro area (15 countries),Euro per inhabitant,Gross domestic product at market prices,,
2007,Euro area (15 countries),Euro per inhabitant,Gross fixed capital formation,,
2007,Euro area (15 countries),Euro per inhabitant,External balance of goods and services,,
2007,Euro area (15 countries),Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,,
2007,Euro area (15 countries),Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,,
2007,Euro area (15 countries),Purchasing power standard (PPS) per inhabitant,External balance of goods and services,,
2007,Euro area (15 countries),Percentage of gross domestic product (GDP),Gross domestic product at market prices,,
2007,Euro area (15 countries),Percentage of gross domestic product (GDP),Gross fixed capital formation,,
2007,Euro area (15 countries),Percentage of gross domestic product (GDP),External balance of goods and services,,
2007,Euro area (15 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,,
2007,Euro area (15 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,,
2007,Euro area (15 countries),Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,,
2007,Euro area (13 countries),Million euro,Gross domestic product at market prices,,
2007,Euro area (13 countries),Million euro,Gross fixed capital formation,,
2007,Euro area (13 countries),Million euro,External balance of goods and services,,
2007,Euro area (13 countries),Euro per inhabitant,Gross domestic product at market prices,,
2007,Euro area (13 countries),Euro per inhabitant,Gross fixed capital formation,,
2007,Euro area (13 countries),Euro per inhabitant,External balance of goods and services,,
2007,Euro area (13 countries),Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,,
2007,Euro area (13 countries),Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,,
2007,Euro area (13 countries),Purchasing power standard (PPS) per inhabitant,External balance of goods and services,,
2007,Euro area (13 countries),Percentage of gross domestic product (GDP),Gross domestic product at market prices,,
2007,Euro area (13 countries),Percentage of gross domestic product (GDP),Gross fixed capital formation,,
2007,Euro area (13 countries),Percentage of gross domestic product (GDP),External balance of goods and services,,
2007,Euro area (13 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,,
2007,Euro area (13 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,,
2007,Euro area (13 countries),Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,,
2007,Euro area (12 countries),Million euro,Gross domestic product at market prices,8903720.6,
2007,Euro area (12 countries),Million euro,Gross fixed capital formation,1936863.0,
2007,Euro area (12 countries),Million euro,External balance of goods and services,134962.1,
2007,Euro area (12 countries),Euro per inhabitant,Gross domestic product at market prices,28000,
2007,Euro area (12 countries),Euro per inhabitant,Gross fixed capital formation,6100,
2007,Euro area (12 countries),Euro per inhabitant,External balance of goods and services,400,
2007,Euro area (12 countries),Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,27400,
2007,Euro area (12 countries),Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,6000,
2007,Euro area (12 countries),Purchasing power standard (PPS) per inhabitant,External balance of goods and services,400,
2007,Euro area (12 countries),Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0,
2007,Euro area (12 countries),Percentage of gross domestic product (GDP),Gross fixed capital formation,21.8,
2007,Euro area (12 countries),Percentage of gross domestic product (GDP),External balance of goods and services,1.5,
2007,Euro area (12 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,109.6,
2007,Euro area (12 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,112.0,
2007,Euro area (12 countries),Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,286.8,
2007,Belgium,Million euro,Gross domestic product at market prices,335815.0,
2007,Belgium,Million euro,Gross fixed capital formation,72881.0,
2007,Belgium,Million euro,External balance of goods and services,12905.0,
2007,Belgium,Euro per inhabitant,Gross domestic product at market prices,31600,
2007,Belgium,Euro per inhabitant,Gross fixed capital formation,6900,
2007,Belgium,Euro per inhabitant,External balance of goods and services,1200,
2007,Belgium,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,28900,
2007,Belgium,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,6300,
2007,Belgium,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,1100,
2007,Belgium,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0,
2007,Belgium,Percentage of gross domestic product (GDP),Gross fixed capital formation,21.7,
2007,Belgium,Percentage of gross domestic product (GDP),External balance of goods and services,3.8,
2007,Belgium,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,115.4,
2007,Belgium,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,117.8,
2007,Belgium,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,766.2,
2007,Bulgaria,Million euro,Gross domestic product at market prices,30772.4,
2007,Bulgaria,Million euro,Gross fixed capital formation,8827.0,
2007,Bulgaria,Million euro,External balance of goods and services,6067.3,
2007,Bulgaria,Euro per inhabitant,Gross domestic product at market prices,4000,
2007,Bulgaria,Euro per inhabitant,Gross fixed capital formation,1200,
2007,Bulgaria,Euro per inhabitant,External balance of goods and services,800,
2007,Bulgaria,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,10000,
2007,Bulgaria,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,2900,
2007,Bulgaria,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,2000,
2007,Bulgaria,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0,
2007,Bulgaria,Percentage of gross domestic product (GDP),Gross fixed capital formation,28.7,
2007,Bulgaria,Percentage of gross domestic product (GDP),External balance of goods and services,19.7,
2007,Bulgaria,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,40.0,
2007,Bulgaria,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,53.9,
2007,Bulgaria,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,1361.2,
2007,Czech Republic,Million euro,Gross domestic product at market prices,131908.6,
2007,Czech Republic,Million euro,Gross fixed capital formation,35641.0,
2007,Czech Republic,Million euro,External balance of goods and services,3509.5,
2007,Czech Republic,Euro per inhabitant,Gross domestic product at market prices,12800,
2007,Czech Republic,Euro per inhabitant,Gross fixed capital formation,3500,
2007,Czech Republic,Euro per inhabitant,External balance of goods and services,300,
2007,Czech Republic,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,20600,
2007,Czech Republic,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,5600,
2007,Czech Republic,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,500,
2007,Czech Republic,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0,
2007,Czech Republic,Percentage of gross domestic product (GDP),Gross fixed capital formation,27.0,
2007,Czech Republic,Percentage of gross domestic product (GDP),External balance of goods and services,2.7,
2007,Czech Republic,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,82.4,
2007,Czech Republic,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,104.7,
2007,Czech Republic,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,378.6,
2007,Denmark,Million euro,Gross domestic product at market prices,227533.9,
2007,Denmark,Million euro,Gross fixed capital formation,49485.7,
2007,Denmark,Million euro,External balance of goods and services,5197.3,
2007,Denmark,Euro per inhabitant,Gross domestic product at market prices,41700,
2007,Denmark,Euro per inhabitant,Gross fixed capital formation,9100,
2007,Denmark,Euro per inhabitant,External balance of goods and services,1000,
2007,Denmark,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,30600,
2007,Denmark,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,6600,
2007,Denmark,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,700,
2007,Denmark,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0,
2007,Denmark,Percentage of gross domestic product (GDP),Gross fixed capital formation,21.7,
2007,Denmark,Percentage of gross domestic product (GDP),External balance of goods and services,2.3,
2007,Denmark,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,122.1,
2007,Denmark,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,124.8,
2007,Denmark,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,481.6,
2007,Germany (until 1990 former territory of the FRG),Million euro,Gross domestic product at market prices,2428500.0,
2007,Germany (until 1990 former territory of the FRG),Million euro,Gross fixed capital formation,447880.0,
2007,Germany (until 1990 former territory of the FRG),Million euro,External balance of goods and services,169980.0,
2007,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Gross domestic product at market prices,29500,
2007,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Gross fixed capital formation,5400,
2007,Germany (until 1990 former territory of the FRG),Euro per inhabitant,External balance of goods and services,2100,
2007,Germany (until 1990 former territory of the FRG),Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,28800,
2007,Germany (until 1990 former territory of the FRG),Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,5300,
2007,Germany (until 1990 former territory of the FRG),Purchasing power standard (PPS) per inhabitant,External balance of goods and services,2000,
2007,Germany (until 1990 former territory of the FRG),Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0,
2007,Germany (until 1990 former territory of the FRG),Percentage of gross domestic product (GDP),Gross fixed capital formation,18.4,
2007,Germany (until 1990 former territory of the FRG),Percentage of gross domestic product (GDP),External balance of goods and services,7.0,
2007,Germany (until 1990 former territory of the FRG),Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,115.1,
2007,Germany (until 1990 former territory of the FRG),Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,99.8,
2007,Germany (until 1990 former territory of the FRG),Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,1391.2,
2007,Estonia,Million euro,Gross domestic product at market prices,16071.3,
2007,Estonia,Million euro,Gross fixed capital formation,5723.9,
2007,Estonia,Million euro,External balance of goods and services,1483.2,
2007,Estonia,Euro per inhabitant,Gross domestic product at market prices,12000,
2007,Estonia,Euro per inhabitant,Gross fixed capital formation,4300,
2007,Estonia,Euro per inhabitant,External balance of goods and services,1100,
2007,Estonia,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,17500,
2007,Estonia,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,6200,
2007,Estonia,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,1600,
2007,Estonia,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0,
2007,Estonia,Percentage of gross domestic product (GDP),Gross fixed capital formation,35.6,
2007,Estonia,Percentage of gross domestic product (GDP),External balance of goods and services,9.2,
2007,Estonia,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,69.9,
2007,Estonia,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,117.0,
2007,Estonia,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,1113.5,
2007,Ireland,Million euro,Gross domestic product at market prices,189654.7,
2007,Ireland,Million euro,Gross fixed capital formation,48492.1,
2007,Ireland,Million euro,External balance of goods and services,17061.2,
2007,Ireland,Euro per inhabitant,Gross domestic product at market prices,43100,
2007,Ireland,Euro per inhabitant,Gross fixed capital formation,11000,
2007,Ireland,Euro per inhabitant,External balance of goods and services,3900,
2007,Ireland,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,36500,
2007,Ireland,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,9300,
2007,Ireland,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,3300,
2007,Ireland,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0,
2007,Ireland,Percentage of gross domestic product (GDP),Gross fixed capital formation,25.6,
2007,Ireland,Percentage of gross domestic product (GDP),External balance of goods and services,9.0,
2007,Ireland,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,145.6,
2007,Ireland,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,175.0,
2007,Ireland,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,2262.5,
2007,Greece,Million euro,Gross domestic product at market prices,223160.1,
2007,Greece,Million euro,Gross fixed capital formation,59367.7,
2007,Greece,Million euro,External balance of goods and services,31554.4,
2007,Greece,Euro per inhabitant,Gross domestic product at market prices,20000,
2007,Greece,Euro per inhabitant,Gross fixed capital formation,5300,
2007,Greece,Euro per inhabitant,External balance of goods and services,2800,
2007,Greece,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,22600,
2007,Greece,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,6000,
2007,Greece,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,3200,
2007,Greece,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0,
2007,Greece,Percentage of gross domestic product (GDP),Gross fixed capital formation,26.6,
2007,Greece,Percentage of gross domestic product (GDP),External balance of goods and services,14.1,
2007,Greece,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,90.1,
2007,Greece,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,112.7,
2007,Greece,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,2199.8,
2007,Spain,Million euro,Gross domestic product at market prices,1053161.0,
2007,Spain,Million euro,Gross fixed capital formation,323216.0,
2007,Spain,Million euro,External balance of goods and services,70788.0,
2007,Spain,Euro per inhabitant,Gross domestic product at market prices,23500,
2007,Spain,Euro per inhabitant,Gross fixed capital formation,7200,
2007,Spain,Euro per inhabitant,External balance of goods and services,1600,
2007,Spain,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,26200,
2007,Spain,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,8000,
2007,Spain,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,1800,
2007,Spain,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0,
2007,Spain,Percentage of gross domestic product (GDP),Gross fixed capital formation,30.7,
2007,Spain,Percentage of gross domestic product (GDP),External balance of goods and services,6.7,
2007,Spain,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,104,
2007,Spain,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,150.5,
2007,Spain,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,1211.1,
2007,France,Million euro,Gross domestic product at market prices,1886792.1,
2007,France,Million euro,Gross fixed capital formation,394621.6,
2007,France,Million euro,External balance of goods and services,29213.0,
2007,France,Euro per inhabitant,Gross domestic product at market prices,29600,
2007,France,Euro per inhabitant,Gross fixed capital formation,6200,
2007,France,Euro per inhabitant,External balance of goods and services,500,
2007,France,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,26900,
2007,France,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,5600,
2007,France,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,400,
2007,France,Percentage of gross domestic product (GDP),Gross domestic product at market prices,100.0,
2007,France,Percentage of gross domestic product (GDP),Gross fixed capital formation,20.9,
2007,France,Percentage of gross domestic product (GDP),External balance of goods and services,1.5,
2007,France,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,107.3,
2007,France,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,105.5,
2007,France,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,286.8,
2007,Croatia,Million euro,Gross domestic product at market prices,43380.4,
2007,Croatia,Million euro,Gross fixed capital formation,11381.6,
2007,Croatia,Million euro,External balance of goods and services,3143.5,
2007,Croatia,Euro per inhabitant,Gross domestic product at market prices,10100,
2007,Croatia,Euro per inhabitant,Gross fixed capital formation,2600,
2007,Croatia,Euro per inhabitant,External balance of goods and services,700,
2007,Croatia,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,15600,
